cluster_id,size,split,representative
1160,2144,train,A0A0P0XII1
1161,6,train,A1L251
1162,1,train,F4K1B1
1163,3,train,F4KBF5
1164,18,train,A6ZYQ3
1165,1,test,F4KFT7
1166,361,val,A0AEM0
1167,2515,train,A0A0D3MJQ5
1168,1,train,F6N7K6
1169,1,val,O87726
1170,1,train,O87939
1171,1,train,O87942
1172,1,train,O87944
1173,4,train,A0JNU3
1174,1,train,P14633
1175,13,train,B8Y466
1176,1,val,P14718
1177,165,train,A6ZME2
1178,2,train,P14870
1179,4,train,P14902
1180,1,train,P27158
1181,1,train,P27174
1182,3,train,P24518
1183,2,train,P11987
1184,1,train,P27458
1185,37,train,A0R4C9
1186,1,test,P27561
1187,1,test,P27636
1188,1,test,P27644
1189,1,train,P39848
1190,32,train,P08509
1191,1,train,P40017
1192,1,train,P40072
1193,5,test,P27580
1194,1,train,P40136
1195,1,train,P40178
1196,3,train,P44443
1197,5,test,P28630
1198,10,train,A0QS28
1199,1,train,P70954
1200,28,train,A0R0B2
1201,1,train,P71317
1202,1,train,P72065
1203,1,train,P72216
1204,1,val,P72314
1205,3,train,P9WQ20
1206,7,train,D3ZVM4
1207,1,train,Q1Q0T2
1208,57,train,A0A0C5PHQ7
1209,639,train,A0AI81
1210,3,train,Q5M929
1211,8,train,Q3T0W3
1212,6,train,D2I3C6
1213,11,train,G5EFE7
1214,32,train,A1C4B8
1215,5,train,Q06667
1216,4,val,P38911
1217,3,train,Q6CWM4
1218,2,train,Q6L8S8
1219,1,test,Q7S304
1220,1,train,Q7S6M5
1221,1,train,Q7SBX8
1222,1,train,Q7SCN0
1223,559,train,A0JWY8
1224,1,test,Q8EXQ7
1225,1,train,Q8L649
1226,1,train,Q8L6J2
1227,1,test,Q8L6J4
1228,1,train,Q8L727
1229,1,test,Q8L9T5
1230,2,train,Q8L9W3
1231,1,train,Q8LBL5
1232,1,train,Q8LE94
1233,1,train,Q8LFY8
1234,2,train,Q39147
1235,2,train,Q8SR56
1236,4670,val,A0A1D6LAG9
1237,1,train,Q9AIX7
1238,1,train,Q9AJF7
1239,1,train,Q9AQC8
1240,4,train,A5W059
1241,21,train,O14011
1242,1,train,Q9HZX3
1243,1,test,Q9I1X7
1244,1,train,Q9I2L4
1245,1,train,Q9I2N0
1246,2,train,Q80WG7
1247,2,val,Q6ZQF7
1248,1,train,Q9NQW5
1249,3,train,A6QPM3
1250,5,train,A0FI79
1251,2,train,Q9NS91
1252,3,train,Q91XB0
1253,7,train,Q0J035
1254,2,train,Q8VEG4
1255,1,train,Q9NVW2
1256,2,val,Q9CR14
1257,7,val,Q0X0A5
1258,2,train,Q9ESL4
1259,1,train,Q9SW11
1260,3,train,P24261
1261,11,val,F4JJL0
1262,1,train,Q9SZ42
1263,1,train,Q9SZ63
1264,1,val,Q9SZL4
1265,35,train,A1VYV6
1266,25,train,O50017
1267,19,val,A1C603
1268,95,test,A1CCP2
1269,24,train,A1CQG2
1270,9,train,A1CTI3
1271,49,train,A4FVV0
1272,302,train,A0AM16
1273,1,train,A6QXU0
1274,3,train,A6YGE0
1275,17,train,A6ZRK4
1276,535,train,A0AIY0
1277,308,train,A0KEX6
1278,5,train,A2AXG5
1279,315,train,A0AJ20
1280,1,train,O67646
1281,319,test,A0K493
1282,1,train,O67779
1283,26,val,F4INA9
1284,1,train,O68045
1285,1,train,O68248
1286,1,train,P07112
1287,100,test,A1CFK9
1288,17,train,A2X5H5
1289,737,val,A0AKD7
1290,6,train,P00372
1291,1,train,P22624
1292,1,train,P22635
1293,1,train,P22658
1294,1,train,P22659
1295,9,train,O60045
1296,4,test,P22699
1297,1,train,P22751
1298,1,val,P22840
1299,9,train,B2DD29
1300,1,train,P35018
1301,3,train,K4LAH1
1302,1,test,P35484
1303,262,train,A0K8U6
1304,154,train,A0PWB3
1305,49,train,A0A024RXP8
1306,898,train,A0A1F3
1307,6,test,E0U174
1308,526,train,A0B8F1
1309,2,train,P60834
1310,1434,train,A0A162J448
1311,1,test,P79280
1312,4,train,P11372
1313,11,train,E2RH47
1314,5,train,O70362
1315,1,train,P80197
1316,1,train,Q0WPH8
1317,1,train,Q0WPJ7
1318,1,train,Q0WVW7
1319,2,train,Q0WX00
1320,10,train,A1A4I4
1321,7,train,Q02779
1322,756,test,A0A0H2VKG8
1323,31,train,C3YWU0
1324,560,train,A0AIM3
1325,52,val,O17607
1326,716,train,A0AFC3
1327,2,train,P0CQ62
1328,1,train,Q4P5U1
1329,1,test,Q4P7H2
1330,1,train,Q4PB56
1331,1,train,Q4PBL3
1332,156,train,A2YPX3
1333,2,train,Q5NVC7
1334,1,val,Q6DBN5
1335,5,test,Q5ZIA0
1336,1,train,Q6DFR2
1337,5,train,Q6DIP3
1338,1,train,Q6DJN2
1339,8,train,O46411
1340,6,train,O57383
1341,24,test,A6L089
1342,1,train,Q6MFY6
1343,1,train,Q7X5L2
1344,1,train,Q7X843
1345,1,train,Q84WW6
1346,1,val,Q852L0
1347,1,test,Q852U6
1348,1,train,Q85G45
1349,3,train,O88422
1350,2,train,Q7Z3E1
1351,5,test,F1R777
1352,29,train,B4LVU6
1353,2,train,Q66K89
1354,3,train,Q54YW4
1355,12,train,P00736
1356,2,train,Q8CFI0
1357,4,test,O95479
1358,2,train,O15033
1359,2,train,Q6PCD5
1360,3,train,O75150
1361,3,train,Q5M870
1362,60,val,O24714
1363,115,val,A1A789
1364,24,train,B9RU15
1365,1,train,Q8ZPP6
1366,2,train,D0ZRB2
1367,2,train,Q97GC0
1368,1,train,Q9FG08
1369,34,test,O22255
1370,1,train,Q9FGD7
1371,43,test,A0A0P0WY03
1372,7,train,A2X6X1
1373,7,train,O93988
1374,2,train,O80831
1375,29,train,B9FDE0
1376,1,train,Q9FHE1
1377,4,train,O81851
1378,12,train,O49691
1379,1,val,Q9M022
1380,2,test,Q8GV50
1381,34,val,A6NGU5
1382,5,train,Q6DR03
1383,2,train,Q9LXN8
1384,1,train,Q9M2S6
1385,61,train,O04138
1386,3,train,O83462
1387,1,train,Q9M364
1388,4,train,O17850
1389,1,train,Q9M3B6
1390,24,train,A9CH39
1391,1,train,Q9SB51
1392,84,train,A1CE56
1393,1,train,Q9SF47
1394,12,train,O13853
1395,1,train,A0LHE3
1396,532,train,A0AJM6
1397,212,train,A0KEL1
1398,726,train,A0AK12
1399,810,train,A0A367
1400,10,train,A4FVW2
1401,518,train,A0AK95
1402,12,train,A2STU3
1403,288,train,A0AI91
1404,45,train,A0A0K8P8E7
1405,1,train,B8V7P3
1406,51,train,A4KAG7
1407,1,train,B8YG19
1408,433,train,A0K866
1409,2,val,E3PRJ4
1410,1,train,E3PY96
1411,2,test,C1FW06
1412,18,train,A2QM49
1413,1,train,E3RNJ5
1414,1,train,E3YBA4
1415,1,train,O27225
1416,2,train,O27276
1417,2,train,O27479
1418,1,train,O66127
1419,1,train,O66186
1420,1,train,O66187
1421,1,train,P04193
1422,16,train,O22769
1423,43,test,A4YHC9
1424,2,train,P04748
1425,618,train,A0AL52
1426,1,train,P18268
1427,1,train,P18269
1428,1,test,P18270
1429,10,train,A2R4D1
1430,6,train,P00734
1431,1,train,P18475
1432,2,train,P30189
1433,1,train,P30269
1434,1,train,P30271
1435,1,train,P30289
1436,1,train,P30303
1437,4,train,A7MBD1
1438,4,train,P30308
1439,30,train,O25424
1440,1,train,P30525
1441,3,train,P29769
1442,1,train,P43290
1443,1,train,P43317
1444,3,train,P04362
1445,1,val,P43395
1446,1,test,P43417
1447,1,test,P43418
1448,17,train,P00642
1449,1,test,P43504
1450,213,train,A0A0A7XNA3
1451,1,train,P43588
1452,325,train,A0A096ZEC9
1453,880,train,A0A0D2YG05
1454,1,test,P52833
1455,13,train,P61797
1456,1,train,P61897
1457,3,train,O27002
1458,1,train,P62019
1459,1,train,P77986
1460,1,train,P78067
1461,4,test,P76159
1462,1,test,P78317
1463,22,train,A6ZN61
1464,2,train,P78746
1465,2,train,P79152
1466,18692,train,A0A024SH20
1467,3,train,P95619
1468,1,train,Q00987
1469,1,train,Q01170
1470,5,train,P31318
1471,1,train,Q29000
1472,15,train,O02853
1473,2,train,P45975
1474,5,val,P04061
1475,2,train,Q29535
1476,1,train,Q297V5
1477,1,train,Q2NB77
1478,11,train,A1JKD8
1479,10,train,Q32P28
1480,1,train,Q4KLR8
1481,1,train,Q4KLT0
1482,18,train,O82567
1483,7,train,A9JTS5
1484,8,train,O34351
1485,1,train,Q568K2
1486,127,train,A0KJ91
1487,3,train,Q7TS72
1488,2,train,Q7TSG2
1489,2,train,Q82EB2
1490,537,train,A0AK06
1491,15,train,A0AMA3
1492,3,val,O86938
1493,45,train,A4G0Z0
1494,41,train,O22507
1495,2,test,D4GW05
1496,118,test,A0B8N3
1497,3,test,P10047
1498,116,train,A1JQV7
1499,1,test,Q9P7L3
1500,3,train,P38066
1501,1,train,Q9P7S5
1502,1,test,Q9P7W9
1503,4,train,Q87BI2
1504,52,train,A5IU64
1505,17,train,A2RRU1
1506,7,train,O88508
1507,2,test,Q940Q4
1508,1,train,Q9ZVT8
1509,7,train,Q10075
1510,2,train,R1ENF4
1511,2,train,A3KFX0
1512,9,train,A3KQS4
1513,255,train,A0K2V4
1514,33,val,A2SQG9
1515,358,train,A0K923
1516,1,train,A8ITB0
1517,1,train,A8JR14
1518,1,train,B7LVP2
1519,420,train,A0AHX9
1520,5,test,F1MH24
1521,1,train,F1SVE1
1522,1,train,F2JXJ3
1523,1,val,F2NV13
1524,31,train,A5GPV1
1525,2,train,F4HQ23
1526,1,train,F4HVG8
1527,1,train,F4HWL4
1528,1,test,F4IDI6
1529,2,train,F4IRQ5
1530,1,train,F4IY62
1531,1,train,O44552
1532,1,train,O44628
1533,1,train,O45797
1534,1,test,O45962
1535,1,train,O46660
1536,3,train,P00862
1537,1,train,P00863
1538,1,test,P00881
1539,1,val,P00896
1540,2,train,P02904
1541,1,val,P10477
1542,1,train,P10478
1543,1,val,P10547
1544,1,train,P10548
1545,15,train,A7HD43
1546,2,val,P10595
1547,4,val,P10731
1548,1,test,P10773
1549,4,train,P07167
1550,1,train,P10801
1551,3,train,P0AE04
1552,10,train,P08988
1553,790,train,A0AIY1
1554,1,train,P29934
1555,1,test,P49053
1556,9,train,P49172
1557,2,train,P22291
1558,1,train,P59724
1559,492,train,A0AJR0
1560,51,train,O25004
1561,22,train,P06622
1562,1,train,Q01988
1563,13,train,A5A6P2
1564,2,val,O13339
1565,3,test,P53204
1566,2,train,O29206
1567,88,train,A2ADU9
1568,8,train,A0A0K9RDW0
1569,6,train,O80763
1570,1,train,Q0JMV4
1571,2,train,Q05JY7
1572,274,train,A0AJD5
1573,3,val,P35149
1574,1,train,Q183R7
1575,2,train,D2KBH9
1576,2,train,O21049
1577,6,train,O21042
1578,5,train,B5XAM2
1579,3,train,Q3U2C5
1580,1,train,Q3U319
1581,2,train,Q3U5Q7
1582,1,test,Q3U827
1583,2,train,Q3UD82
1584,2,train,Q3UDW8
1585,1,train,Q3UIR3
1586,21,train,P06875
1587,1,train,Q54EG9
1588,1,test,Q54EM1
1589,1,train,Q54F40
1590,1,train,Q54FR9
1591,2,train,Q54G43
1592,8,train,P07244
1593,11,train,P54922
1594,5,train,P55798
1595,1,train,Q54IL7
1596,26,val,O62696
1597,6,train,O88618
1598,1,train,Q54JQ1
1599,12,train,E7FHN9
1600,336,train,A0AK66
1601,1,test,Q60524
1602,2,val,P54762
1603,17,train,O14026
1604,9,train,P53314
1605,7,train,P40034
1606,8,train,O60157
1607,2,train,A3DIJ8
1608,1,val,Q8BRX9
1609,3,train,Q12797
1610,2,train,O95628
1611,2,test,Q8BUH7
1612,5,val,Q1JQA1
1613,7,train,O75582
1614,17,train,A2ZLU6
1615,1,test,Q8GUH1
1616,1,train,Q8GUK7
1617,4,val,Q8GUU2
1618,1,train,Q8GW38
1619,1,val,Q8GWA2
1620,1,train,Q8GWB7
1621,1,train,Q8GXF8
1622,9,train,O14144
1623,2,val,Q8GY87
1624,1,train,Q8GYT9
1625,1,train,Q8GZ84
1626,1,train,Q8W4K1
1627,1,train,Q8W4N3
1628,55,train,A1CC12
1629,5,test,Q4QQN5
1630,2,train,Q5NCC3
1631,2,val,Q32LN5
1632,10,train,Q28EX9
1633,3,train,Q8WYK0
1634,3,train,Q6ZQM0
1635,10,train,O00115
1636,1,train,Q9KTU4
1637,1,train,Q9KUH2
1638,1,val,Q9VWN5
1639,4,train,P51659
1640,1,train,Q9VYB7
1641,13,train,F1QG30
1642,1,train,Q9W0V1
1643,1,train,Q9W2Q7
1644,21,val,A3LQ55
1645,1,train,Q9W4S9
1646,4,val,Q5E9N5
1647,1,train,Q9WTV7
1648,549,train,A0AK94
1649,65,train,A0LRE3
1650,1,val,A3DH97
1651,2,train,A4X3Q0
1652,540,train,A0K922
1653,20,train,A0KXU5
1654,82,test,A0PSI5
1655,389,train,A0AIR0
1656,1,train,B3A0Q6
1657,489,train,A0AIC9
1658,1,train,O08615
1659,2,train,A1E2V0
1660,19,val,B1H3H9
1661,1,train,O09112
1662,14,test,O08739
1663,1,train,O31852
1664,1,train,O32041
1665,20,train,A5PK51
1666,2,train,O32141
1667,1,train,O32147
1668,1,val,O32215
1669,2,train,O32274
1670,1,test,O32719
1671,60,train,A6Q367
1672,94,train,O18937
1673,1,train,P08036
1674,1,train,P0C6E7
1675,2,train,A5F7A4
1676,2,test,P0C6Y7
1677,18,train,B0RVK6
1678,1,val,P0C8L9
1679,1,train,P17055
1680,1,val,P17118
1681,1,test,P17224
1682,1,train,P17554
1683,222,train,A1A048
1684,1,train,P17571
1685,4,test,P17627
1686,1,train,P27864
1687,5,train,P0AFA2
1688,2,train,P27988
1689,2,val,P28017
1690,1,train,P38254
1691,2,train,P38291
1692,1,train,P38462
1693,1,test,P38534
1694,3,train,P14775
1695,1,train,P38551
1696,1,train,P38590
1697,14,train,B0R7U1
1698,4,test,O59802
1699,26,train,A0R611
1700,1,train,P47042
1701,4,train,A6ZPT1
1702,1,train,P47058
1703,2,train,P47315
1704,2,train,P56273
1705,1,test,P56406
1706,1,train,P56527
1707,1,train,P56568
1708,3,train,O32333
1709,1,val,P56584
1710,1,train,P56599
1711,4,train,P20161
1712,21,train,O05650
1713,61,train,A1CIU4
1714,1,train,P81055
1715,1,train,P81080
1716,1,train,P81124
1717,36,train,A5PK46
1718,1,train,P81246
1719,1,train,P81375
1720,1,train,P81429
1721,11,test,P25006
1722,2,train,P81453
1723,1,train,P81494
1724,1,train,P81593
1725,1,test,P81664
1726,1,train,P81669
1727,3,test,O81959
1728,17,train,C0HK98
1729,1,train,P81898
1730,1,train,Q02114
1731,1,train,Q02285
1732,1,train,Q02290
1733,1,train,Q07722
1734,2,train,Q07736
1735,1,test,Q07762
1736,3,train,P34163
1737,3,train,Q07838
1738,1,val,Q07G42
1739,1,train,Q10038
1740,3,train,P36016
1741,20,train,O01391
1742,1,train,Q10175
1743,3,train,P09880
1744,1,train,Q10322
1745,3,train,Q00973
1746,1,train,Q10663
1747,1,train,Q2H6X2
1748,1,train,Q2HCV7
1749,1,test,Q2HIJ8
1750,2,val,Q2HVD6
1751,13,train,P0C1U7
1752,1,train,Q39008
1753,7,val,P39205
1754,8,train,O55047
1755,2,train,O76039
1756,1,train,Q3YAU5
1757,399,train,A0AIQ8
1758,4,train,Q47316
1759,1,train,Q47317
1760,2,train,J7I4B7
1761,335,train,A0AIE9
1762,1,train,Q58408
1763,33,train,A4YHK7
1764,6,train,B0R8D6
1765,1,train,Q58446
1766,22,train,A0RZ60
1767,1108,test,A0B5I5
1768,3,train,O87697
1769,3,train,P00473
1770,7,train,D3DJ41
1771,9,train,P05847
1772,9,test,B1L993
1773,20,val,A5A6P1
1774,1,train,Q5XAQ1
1775,3,train,Q2YDU3
1776,1396,test,A0AJ57
1777,1,train,Q6T627
1778,5,test,D3ZDI6
1779,37,train,A5JUY8
1780,1,train,Q6UWE0
1781,27,train,A1RSY7
1782,3,train,P16658
1783,133,train,A0JND9
1784,48,train,A1JNT5
1785,13,train,P00751
1786,6,train,O02776
1787,7,train,P32750
1788,1,train,Q869L4
1789,1,train,Q869N2
1790,1,train,Q869X3
1791,1,test,Q869Z0
1792,3,train,Q54R98
1793,1,train,Q86HG9
1794,1,train,Q86HN7
1795,1,test,Q86HW6
1796,40,val,A3AJ77
1797,2,train,Q7MXT8
1798,2,train,Q8FTH8
1799,1,train,Q8FUI5
1800,7,train,O33599
1801,26,train,A0B7V3
1802,1172,test,A0AIB4
1803,1,train,Q8TVA7
1804,1,train,Q8TWU6
1805,26,train,O27743
1806,1,test,Q966U0
1807,14,val,O95803
1808,2,val,Q5E9J6
1809,2,train,Q3UCV8
1810,2,train,Q96EQ8
1811,1,train,Q96EQ9
1812,6,train,Q8BST6
1813,1,train,Q96G74
1814,5,train,Q568Y3
1815,2,train,Q62511
1816,6,train,P59722
1817,1,train,Q9ABR0
1818,1,train,Q9ACU1
1819,12,train,H9BFW7
1820,2,train,Q46338
1821,3,train,O87386
1822,1,train,Q9HY69
1823,1,train,Q9KVK6
1824,1,train,Q9VFK6
1825,1,test,Q9VJ07
1826,9,train,A8XDJ2
1827,8,test,Q32L27
1828,3,val,Q19892
1829,16,train,A4IG62
1830,1,val,Q9VPC0
1831,1,train,Q9VSY4
1832,1,test,Q9VUX3
1833,1,val,Q9ZQF9
1834,81,train,A1RV26
1835,10,train,D3ZYW7
1836,1,train,Q9ZT42
1837,4,train,O22755
1838,3,train,Q6AUC6
1839,1,train,A0LCF5
1840,9,test,A1AA51
1841,77,val,A1AD94
1842,1,train,A6VL34
1843,1,train,B1VKF0
1844,179,test,A0A326
1845,435,train,A0KG42
1846,1,train,B5VNQ3
1847,1,train,B5X582
1848,1,train,B6VQ60
1849,239,train,A0JRH3
1850,3166,train,A0AIC0
1851,9,train,O00167
1852,30,test,A6H7I5
1853,1,train,O01700
1854,1,train,O02193
1855,1,train,O30836
1856,1,train,O30853
1857,1,train,O30885
1858,1,train,O31041
1859,1,train,O31042
1860,1,train,O31067
1861,1,train,O31074
1862,1,train,O31411
1863,452,train,A0K7U1
1864,71,train,A5INR0
1865,2,train,O31526
1866,2,val,O31644
1867,4,train,O84281
1868,696,train,A0AJS8
1869,9,train,O09164
1870,1,train,P12625
1871,2,train,P08478
1872,41,train,P04399
1873,2,test,A2ALK8
1874,2,train,P06134
1875,1,train,P26249
1876,1,train,P26295
1877,2,train,P26338
1878,6,train,P26365
1879,1,train,P37566
1880,1,val,P37649
1881,1,train,P37743
1882,1,train,P37763
1883,1,train,P37836
1884,2,train,P47721
1885,1,train,P47724
1886,1,test,P47981
1887,20,train,A2X8W3
1888,4,train,P0CF22
1889,1,train,P48063
1890,5,train,P14564
1891,2,train,P58283
1892,1,train,P58284
1893,3,train,P0AEC3
1894,1,train,P69345
1895,1,train,P69502
1896,2,test,P9WKY4
1897,29,val,O35552
1898,3,val,Q1LW89
1899,13,val,O74465
1900,5,train,P55183
1901,4,train,O94782
1902,5,train,P0C2N6
1903,4,train,Q29RQ5
1904,691,train,A0B7H6
1905,1,train,Q4PIN7
1906,14,test,O73792
1907,1,train,Q4PNI0
1908,11,train,Q3ED15
1909,3,test,A4HYT9
1910,3,train,Q57851
1911,3,test,O58832
1912,40,train,A0A0D2YG09
1913,75,train,A1A831
1914,1,train,Q5WL39
1915,11,test,Q28YQ7
1916,16,val,A1CNH7
1917,57,train,C8VBH4
1918,51,train,A3LZM4
1919,1,train,Q6BWW6
1920,4,train,D7UNT2
1921,3,train,Q48IV1
1922,1,train,Q8K1L5
1923,3,train,Q5XTS1
1924,4,train,Q69TF4
1925,2,train,Q8K4Q6
1926,53,train,A5IP58
1927,3,train,P27623
1928,1,train,Q8RM02
1929,4,train,P16100
1930,1,train,Q8RWY7
1931,5,train,Q8LB88
1932,169,train,A0KRC6
1933,50,train,O00238
1934,3,train,P79953
1935,11,train,B2RXZ1
1936,1,train,Q90ZT7
1937,1,train,Q91009
1938,1,train,Q91287
1939,1,train,Q981V0
1940,2,train,Q8WUA2
1941,4,train,O60858
1942,6,train,Q3SZ48
1943,3,train,Q95JP6
1944,54,train,A1ABA1
1945,1,train,Q9KH57
1946,3,train,Q5E9N3
1947,2,train,O88846
1948,3,train,P98170
1949,38,val,A4II96
1950,1,train,Q9R4A1
1951,4,train,O69406
1952,1,train,Q9R4J4
1953,3,train,O84375
1954,115,train,A0KFR1
1955,48,train,A1KHN9
1956,584,train,A0AFT8
1957,605,test,A0AKJ7
1958,346,train,A0AIQ9
1959,53,train,A0PL52
1960,1,train,I3R7F2
1961,2,train,F4HRI2
1962,1,val,I6WHP7
1963,5,train,O57728
1964,5,train,O58010
1965,12,val,O81852
1966,1,train,P00655
1967,4,test,A3DH67
1968,6,train,P0C548
1969,2,train,A7MRY4
1970,2,test,P24644
1971,1,train,P40493
1972,1,val,P40494
1973,1,train,P40559
1974,4,val,A6ZVS0
1975,2,train,P40571
1976,1,train,P40600
1977,1,train,P40758
1978,26,train,P00474
1979,1,train,P53550
1980,51,train,B3FHT4
1981,3,train,D4B0V1
1982,9,val,A5PJG7
1983,7,train,P04180
1984,2,train,P9WGL2
1985,2,train,P9WGL4
1986,1,train,P9WGZ9
1987,1,test,Q0CS62
1988,2,train,A2YMV6
1989,10,train,O48773
1990,26,train,O55123
1991,1,train,Q11186
1992,2792,train,A0AF20
1993,583,train,A0A087WNH6
1994,5,train,F1MK05
1995,1,val,Q60764
1996,3,train,P21580
1997,2,train,Q04507
1998,2,train,Q13114
1999,3,train,P57097
2000,2,val,Q13546
2001,13,train,P74646
2002,1,train,Q84JU6
2003,1,train,Q84MD8
2004,1,train,Q84V18
2005,1,train,Q84W40
2006,4,train,P17105
2007,7,train,A0A0D3QS97
2008,3,train,Q5RA67
2009,2,train,Q86UW9
2010,1,train,Q8R3Y8
2011,4,test,A9Q1D5
2012,182,train,A0K2U3
2013,1,train,Q8YSY4
2014,3,train,Q4JBY3
2015,5,train,O94530
2016,3,train,O00237
2017,1,train,Q9ES63
2018,2,train,Q9ESN3
2019,6,test,A4IF63
2020,1,val,Q9ESP7
2021,3,train,P21127
2022,6,train,P36077
2023,4,train,Q04638
2024,1,train,Q9USK0
2025,1,val,Q9USM5
2026,1,train,Q9USQ6
2027,2,train,Q12429
2028,1,train,Q9USS2
2029,61,train,A6H730
2030,2,test,F1ND48
2031,1,train,Q9USY1
2032,1,val,Q9UT72
2033,1,train,Q9UTA4
2034,22,train,C6A5A3
2035,80,test,A0ZSF2
2036,1,val,A0ZSF6
2037,642,train,A0AJP7
2038,1,train,A1A278
2039,781,val,A0AJB9
2040,182,train,A0AHT7
2041,389,train,A0KMZ1
2042,2,train,B0UYH6
2043,1,val,B4QIS3
2044,11,train,B3M6I4
2045,3,val,B4L6Q5
2046,1,train,B5F736
2047,534,test,A0A023W421
2048,1,test,C5B2R8
2049,1,train,F6RRD7
2050,9,train,A7E320
2051,19,train,A6QR55
2052,8,train,D3ZBM7
2053,29,train,D3ZKX9
2054,2,val,D9TQ02
2055,1,train,G0SC91
2056,1,val,O33778
2057,14,train,D7REY3
2058,77,test,A1KKY1
2059,1,train,O34104
2060,2,train,O34206
2061,1,val,O34213
2062,4,val,O34215
2063,1,train,O34303
2064,22,train,B0CM95
2065,1,test,O34398
2066,9,train,O34453
2067,17,train,A7Z064
2068,2,train,P04065
2069,191,train,A0JMS7
2070,1,train,P0CZ24
2071,4,train,P0ABK2
2072,4,train,P0ABJ9
2073,1,test,P26489
2074,2,train,P26504
2075,2,test,P26570
2076,1,train,P26799
2077,24,train,P00484
2078,1,train,P41833
2079,1,train,P41888
2080,1,train,P41908
2081,1,train,P42015
2082,5,train,P42074
2083,369,val,A1A909
2084,1,train,P42116
2085,1,train,P42159
2086,5,train,B1VTI5
2087,960,train,A0AKV5
2088,27,train,G5EBM1
2089,5,train,D0ZHS9
2090,1,train,P55239
2091,4,test,P77790
2092,1,train,P77877
2093,1,train,P77891
2094,1,train,P77921
2095,1,val,P77984
2096,21,test,A8Y4B2
2097,1,train,Q08258
2098,2,train,Q0RHA0
2099,18,train,O14920
2100,2,val,Q14258
2101,7,train,Q143F8
2102,103,train,A0PPL6
2103,2,val,Q5X159
2104,8,test,P10862
2105,7,train,A6ZY34
2106,3,train,P36002
2107,8,train,A0JMQ9
2108,5,train,D3ZGS3
2109,43,train,A2Y953
2110,7,train,Q0VD59
2111,1,train,Q6P2A1
2112,10,train,P53973
2113,1,test,Q6P4S2
2114,3,val,Q7MHR9
2115,37,test,A4VMV3
2116,2,train,Q32JF8
2117,1,val,Q84HH6
2118,1,test,Q84JE8
2119,2,train,B5X4Z4
2120,4,train,D9PUX5
2121,1,train,Q8TU04
2122,13,train,O28076
2123,1,train,Q9FVV4
2124,93,train,A1AAC5
2125,5,train,I1S2N3
2126,1,val,Q9FYK0
2127,1,train,Q9L6I1
2128,4,test,P28735
2129,6,train,P0AEN1
2130,2,train,P29074
2131,8,val,P31115
2132,4,train,O95278
2133,3,val,Q62921
2134,2,train,Q99558
2135,10,train,O97598
2136,1,train,Q9WV66
2137,15,train,P38483
2138,3,train,O60260
2139,1,test,Q9WXB7
2140,8,train,O65398
2141,143,train,A0KLD7
2142,216,train,A0A1B4XBH2
2143,29,train,A1AXY8
2144,17,val,A0A024SH76
2145,6,train,B2DBF0
2146,18,train,B2UW71
2147,37,val,A4S3S3
2148,1,train,O26310
2149,1,train,O26801
2150,1,train,O26949
2151,13,train,A1CGD1
2152,11,train,O74339
2153,4,test,O74427
2154,1,train,O74429
2155,1,train,O74467
2156,2,train,O74468
2157,21,test,O32142
2158,1,train,O74518
2159,15,train,A6QQ74
2160,1,train,O74526
2161,1,train,O74563
2162,3,train,O74747
2163,14,train,A2VDC2
2164,2,train,O74834
2165,47,val,A5W4F1
2166,13,train,A2WV32
2167,342,train,A0AH75
2168,523,val,A0K920
2169,5,val,P19587
2170,1,val,P19680
2171,1,train,P19731
2172,1,train,P19733
2173,8,train,P38205
2174,1,train,P41124
2175,2,train,P36251
2176,1,train,P41247
2177,1,train,P41248
2178,1,train,P51813
2179,12,train,P51926
2180,1,train,P51995
2181,1,train,P52016
2182,1,train,P61584
2183,124,train,A0JNM6
2184,1,train,P83918
2185,1,train,P83944
2186,1,val,P83946
2187,1,train,P83966
2188,1,train,P83989
2189,1,train,P84187
2190,1,train,P84188
2191,1,train,P84193
2192,1,train,P84195
2193,1,train,P84196
2194,1,train,P84199
2195,1,train,P84208
2196,1,train,P84209
2197,1,train,P84537
2198,1,train,P84546
2199,1,train,P84582
2200,1,test,P84714
2201,1,train,P84729
2202,1,train,P84753
2203,1,val,P84984
2204,1,train,P85046
2205,1,train,P85051
2206,1,train,P85061
2207,1,train,P85087
2208,1,train,P85088
2209,1,train,P85098
2210,1,train,P85101
2211,1,train,P85112
2212,1,train,Q04668
2213,6,train,P0AC33
2214,1,train,Q04740
2215,2,train,P45675
2216,1,train,Q0V9R0
2217,374,val,A0ALE0
2218,83,train,A0A0C5PRW9
2219,8,val,A1L1C5
2220,7,train,P15950
2221,1,val,Q28516
2222,9,train,P53065
2223,73,test,P0ABZ6
2224,1,train,Q3AC82
2225,225,train,A0KFU8
2226,242,train,A0K321
2227,49,val,A1JIN7
2228,1,train,Q48838
2229,148,train,A0K9B9
2230,6,train,P63827
2231,2,train,Q4WE62
2232,63,train,A1CNK4
2233,1,train,Q5AXT6
2234,25,train,A7SLX5
2235,1045,train,A0JUY6
2236,1,train,Q66J97
2237,2,train,F7EP40
2238,6,train,Q2HFZ9
2239,6,train,A7YY55
2240,22,train,O43255
2241,1,train,Q7SZN2
2242,1,test,Q7T037
2243,1,train,Q7T308
2244,1,train,Q7T321
2245,1264,train,A0AF11
2246,147,train,A0K5S6
2247,322,train,A0K915
2248,1,train,Q8ZYF8
