accession,true_label_count,any_unseen_true_label,all_true_labels_unseen,min_true_label_train_count,B1_ESM2_only_top1_prob,B1_ESM2_only_prob_sum,B1_ESM2_only_entropy,B3_contact_only_top1_prob,B3_contact_only_prob_sum,B3_contact_only_entropy,Fusion_ESM2_contact_top1_prob,Fusion_ESM2_contact_prob_sum,Fusion_ESM2_contact_entropy
Q5FF20,1,False,False,1,0.082994625,0.5163351,3.390547,0.048379015,0.15409996,0.8694303,0.14671662,0.16119342,0.52536964
Q5FKR1,1,True,True,0,0.01777607,0.18395129,1.3333917,0.065101415,0.2478543,1.5927786,0.02844013,0.0740547,0.40058213
Q5FPX6,1,False,False,1,0.037067223,0.2956882,2.1948676,0.12526537,0.5182318,3.1777983,0.14056438,0.14484197,0.44379038
Q5GSI7,1,False,False,1,0.0674367,0.46808624,2.8733869,0.07109799,0.3327757,1.7808015,0.2815177,0.28919813,0.6556763
Q5H1F2,1,True,True,0,0.011825222,0.2384181,2.1557956,0.19736065,0.39592898,1.4369751,0.00033292008,0.0021516604,0.02193185
Q5HG23,1,True,True,0,0.029066712,0.40470505,3.092458,0.039019685,0.24052513,1.581055,0.006131347,0.024067357,0.18999977
Q5HIE6,1,False,False,24,0.025500799,0.21323039,1.6017743,0.26027408,0.5770372,2.1508937,0.009814208,0.028641377,0.19853
Q5HPE5,1,True,True,0,0.043217253,0.43271884,3.1682098,0.03393502,0.20111749,1.3299441,0.12888719,0.18376726,0.7540491
Q5HRM4,1,False,False,24,0.036800157,0.239666,1.7236441,0.26856032,0.57713836,2.1597323,0.011766024,0.03024865,0.20980442
Q5HWJ2,1,True,True,0,0.0063342773,0.20387216,1.999356,0.40051877,0.6092258,1.5000551,0.0013186941,0.003942546,0.03598896
Q5L146,1,True,True,0,0.019191284,0.3796682,2.8401356,0.063898824,0.29105824,1.9065933,0.034824084,0.06485278,0.37404764
Q5L723,1,True,True,0,0.009654572,0.31293187,2.8585525,0.14114378,0.37620556,1.5839673,6.499253e-05,0.00032886025,0.0039608264
Q5LN75,1,False,False,1,0.023316033,0.18646443,1.4538392,0.12706925,0.31691697,1.4582028,0.11323535,0.123282835,0.43720713
Q5LXY2,1,True,True,0,0.032611605,0.21532057,1.581901,0.044347424,0.24342969,1.5956208,0.0072340653,0.02111779,0.16018942
Q5M2I4,1,True,True,0,0.03261173,0.21532059,1.5818994,0.07430432,0.24160899,1.521754,0.008345618,0.023948075,0.17733665
Q5NQF0,1,False,False,1,0.031213397,0.36706325,2.679043,0.034905188,0.3361717,2.4782715,0.09303248,0.1059217,0.40456015
Q5NYT9,1,False,False,1,0.027653223,0.1976615,1.4826242,0.12250882,0.77177066,4.7301016,0.08250683,0.089945614,0.34740433
Q5PD57,1,False,False,1,0.03087326,0.32897317,2.4872997,0.08659362,0.6621678,4.192033,0.032705132,0.03778386,0.18779697
Q5PD73,1,True,True,0,0.0032603613,0.08875729,0.8601475,0.34203672,0.6285571,1.594918,0.0003483769,0.0014808639,0.015167585
Q5PD75,1,True,True,0,0.005335798,0.051025946,0.4241471,0.04699604,0.109610274,0.5381303,0.008427779,0.0147979725,0.1001862
Q5QXS9,1,False,False,1,0.034403272,0.27640542,1.90097,0.10767591,0.8580066,5.57961,0.16718249,0.172748,0.49659166
Q5WF92,1,True,True,0,0.018647345,0.49010766,4.0158634,0.030933378,0.14640786,1.0378842,0.023869753,0.057989504,0.3445745
Q5WY20,1,False,False,1,0.039058946,0.38750926,2.8052888,0.05917852,0.41046542,2.7323542,0.047655746,0.055700917,0.2541227
Q5X6L6,1,False,False,1,0.04426585,0.40354994,2.8818853,0.16381498,0.34013328,1.6810651,0.066418774,0.069898464,0.27585265
Q5ZX45,1,False,False,1,0.044265583,0.40355068,2.8818946,0.10067612,0.5571713,3.5568557,0.06389833,0.067984365,0.27375472
Q608K0,1,False,False,1,0.03101589,0.31416437,2.2729666,0.20662455,0.65073836,3.6754344,0.054582015,0.072579734,0.3323757
Q62JB3,1,False,False,1,0.034280606,0.27602562,1.9967175,0.10944665,0.63813233,3.8909795,0.053723294,0.0603104,0.2642733
Q62JD6,1,True,True,0,0.012192342,0.2857594,2.5566278,0.39432058,0.85580957,2.1453729,0.0027430896,0.004584264,0.034541644
Q635U7,1,True,True,0,0.035983305,0.5512608,4.274216,0.021601513,0.12551673,0.917274,0.022123873,0.075110644,0.46034515
Q63T02,1,False,False,1,0.034280606,0.27602562,1.9967175,0.1327864,0.7130778,4.169119,0.050631136,0.056062024,0.2467725
Q63T24,1,True,True,0,0.012192342,0.2857594,2.5566278,0.3962731,0.8560252,2.1563742,0.0027289211,0.004595269,0.034545064
Q65K85,1,True,True,0,0.039330523,0.55623156,4.137165,0.052109867,0.18821633,1.2277999,0.0128670335,0.047262035,0.325645
Q65PC9,1,False,False,24,0.02141882,0.13066953,1.0026764,0.23414524,0.49394,1.8606597,0.010640353,0.0540579,0.3805807
Q65TC6,1,False,False,1,0.016585015,0.1832062,1.4084861,0.08720574,0.7477654,4.7925386,0.04694526,0.05794279,0.2760454
Q65VE2,1,True,True,0,0.0049005984,0.14802189,1.3766418,0.40819493,0.7467421,1.861798,0.0011830194,0.0043796697,0.038885266
Q667I6,1,False,False,1,0.030957317,0.28110203,2.0219924,0.08359105,0.71116775,4.7085867,0.06083588,0.06542706,0.2694105
Q667J9,1,True,True,0,0.0063011292,0.04392431,0.36063904,0.056055576,0.1729443,0.7699994,0.0048852465,0.0073259757,0.053809952
Q667K1,1,True,True,0,0.017930662,0.1474153,1.2884123,0.419238,0.74613875,1.7880876,0.00067020574,0.0024463898,0.024261702
Q68XH5,1,False,False,1,0.047250073,0.38613188,2.7341332,0.12637693,0.5867703,3.025053,0.26347968,0.27684805,0.6816345
Q68XZ6,1,True,True,0,0.017670935,0.5372285,4.731934,0.35666957,0.84758997,2.0851789,0.016908227,0.05200914,0.31976354
Q6AA30,1,False,False,1,0.023336584,1.4091291,11.50383,0.11538553,0.8893651,4.7872314,0.08668213,0.09408616,0.36686102
Q6D8D1,1,True,True,0,0.010350863,0.12929085,1.183311,0.4073763,0.7351406,1.7805054,0.00065041607,0.0025922502,0.02558935
Q6D8D3,1,True,True,0,0.008279641,0.044185214,0.37028688,0.037443023,0.11465334,0.56691647,0.011968671,0.017056799,0.10803867
Q6D8E6,1,False,False,1,0.028999882,0.2825199,2.0407934,0.11846108,0.68875843,4.138377,0.022496225,0.026224118,0.14038381
Q6F9A5,1,False,False,1,0.021261098,0.29559144,2.286378,0.102125265,0.308718,1.6343114,0.032906283,0.037416272,0.18634911
Q6G1F4,1,False,False,1,0.038836587,0.23840973,1.5870589,0.10359442,0.6450459,3.9696097,0.21343124,0.2184992,0.5604869
Q6G1J6,1,True,True,0,0.011864953,0.55771834,4.9982495,0.2902703,0.6387485,1.8502432,0.0006050626,0.0024685946,0.023840763
Q6G549,1,False,False,1,0.03931838,0.26815787,1.8708795,0.14868374,0.6735279,3.828717,0.16406608,0.171423,0.5077893
Q6G9G4,1,True,True,0,0.029066712,0.40470505,3.092458,0.037850812,0.20427948,1.3397503,0.0032775465,0.019241067,0.15668786
Q6GBV9,1,False,False,24,0.022071907,0.17595272,1.2496347,0.29205588,0.49648193,1.775372,0.0145687135,0.03690676,0.2564171
Q6GH11,1,True,True,0,0.027830502,0.39815187,3.043405,0.045297068,0.25202513,1.6490448,0.0064820256,0.025769055,0.20176852
Q6GJE0,1,False,False,24,0.022071555,0.17595223,1.2496332,0.2918523,0.46083724,1.6203938,0.012318614,0.03439597,0.24512753
Q6HEI4,1,True,True,0,0.03598351,0.55126137,4.274216,0.03256479,0.13771711,0.96119314,0.013653404,0.05859391,0.38131627
Q6LAN4,1,True,True,0,0.045689736,0.65618116,4.8776293,0.06028763,0.22897881,1.4653016,0.0031474933,0.023433711,0.18837914
Q6NC47,1,False,False,1,0.028021222,0.2620384,1.9061579,0.10523815,1.0165535,6.606352,0.038620397,0.04810273,0.24154411
Q6T1W7,1,True,True,0,0.017034844,0.72907877,5.5367594,0.033716798,0.15227097,0.83968,0.006872795,0.022584967,0.16338103
Q721F5,1,True,True,0,0.049254686,0.70773894,5.431182,0.061134238,0.23020001,1.4775846,0.00791815,0.035245895,0.259638
Q731Y5,1,True,True,0,0.03598351,0.55126137,4.274216,0.023673845,0.14899457,1.0712128,0.015138909,0.05413939,0.34529626
Q73H59,1,False,False,1,0.04888316,0.47262028,3.2111351,0.074566804,0.35369107,1.7830018,0.12441683,0.12962915,0.4199153
Q7A0X6,1,True,True,0,0.029066557,0.4047064,3.09247,0.037106346,0.22800581,1.5029945,0.0059819254,0.023307463,0.18549967
Q7A2S0,1,True,True,0,0.029066557,0.4047064,3.09247,0.040899847,0.23577084,1.5570662,0.006557775,0.024566378,0.19243373
Q7A5P7,1,True,True,0,0.029066557,0.4047064,3.09247,0.047781304,0.22153234,1.474852,0.0066680517,0.027548179,0.21080916
Q7DBF7,1,True,True,0,0.014879123,0.13385151,1.1043941,0.04880297,0.2451388,1.5521069,0.021330014,0.060915202,0.39293984
Q7MIH1,1,True,True,0,0.0064969943,0.15874551,1.4808846,0.32740912,0.6835299,1.6338118,0.0006856181,0.0041642524,0.03914537
Q7N8N5,1,True,True,0,0.008706526,0.1362325,1.2432534,0.35684368,0.7291846,1.6602378,0.0008219052,0.0025341215,0.024462376
Q7N8N7,1,True,True,0,0.0029112569,0.030002698,0.27294454,0.06037727,0.16700368,0.7417813,0.015128071,0.021625986,0.13156867
Q7N8Q0,1,False,False,1,0.023431344,0.29106197,2.1414583,0.077466734,0.6209632,4.136343,0.041103914,0.048952755,0.2348685
Q7P0W5,1,False,False,1,0.017720154,0.28969166,2.2450035,0.12662032,0.6805448,3.9641347,0.10133641,0.10794568,0.38420478
Q7U0E7,1,False,False,1,0.012464956,1.82065,14.792714,0.10010233,1.8610349,12.64122,0.13461033,0.17264925,0.7024262
Q7VM26,1,True,True,0,0.035200596,0.24520808,1.9126394,0.41391683,0.6742552,1.6915262,0.0061537526,0.008955064,0.06326613
Q7VNC4,1,False,False,1,0.022171268,0.17661092,1.3534498,0.055227328,0.7743566,5.2683887,0.022538394,0.04106481,0.24202733
Q7VRD4,1,True,True,0,0.008930577,0.14456654,1.2583668,0.37286854,0.5833077,1.4540341,0.0059663276,0.00915135,0.06544635
Q7VRD6,1,True,True,0,0.018305982,0.1843097,1.5387716,0.025786571,0.08335999,0.5818571,0.065775886,0.16902381,0.868509
Q7VRE8,1,False,False,1,0.05177101,0.46807212,3.1490014,0.11114056,0.36744273,1.6500432,0.17470579,0.18260425,0.52598745
Q7W8Y2,1,False,False,1,0.028567307,0.21561305,1.6040165,0.16634604,0.5597915,2.8622248,0.059120417,0.06763264,0.2840975
Q819J5,1,True,True,0,0.036155496,0.56925666,4.404626,0.028502325,0.13769117,0.9883016,0.02233156,0.06185398,0.3867809
Q81MQ2,1,True,True,0,0.035983305,0.5512608,4.274216,0.033335943,0.15585613,1.0916069,0.010939319,0.041514896,0.2823555
Q820F0,1,True,True,0,0.011161122,0.35619104,3.214263,0.12054364,0.4466148,2.0610738,6.677424e-05,0.0002398648,0.0029233699
Q82S90,1,False,False,1,0.023293436,0.35416394,2.6526716,0.12694873,0.65608656,3.7137012,0.12812643,0.13420749,0.4351471
Q836H8,1,True,True,0,0.04518965,0.2552961,1.7343647,0.0389697,0.23191646,1.4695228,0.01992756,0.031062394,0.19336858
Q83DN1,1,False,False,1,0.027374567,0.297803,2.2439713,0.11015046,0.5502497,3.250952,0.051401317,0.054160077,0.22815795
Q87EI4,1,True,True,0,0.026039243,0.44013968,3.670988,0.3713379,0.76658535,1.8573921,0.0060203276,0.01512199,0.10915725
Q87F51,1,False,False,1,0.023250036,0.34188464,2.488297,0.08043345,0.5042983,2.9512038,0.16726454,0.17369843,0.505427
Q87ME9,1,True,True,0,0.004695631,0.22435859,2.0834649,0.18719934,0.46820733,1.541047,0.0003692249,0.0017807054,0.018214714
Q886N1,1,True,True,0,0.017566836,0.23736255,2.0182452,0.1532474,0.37513217,1.3145376,0.00053079234,0.0012336663,0.012445009
Q88MG8,1,True,True,0,0.012579453,0.25528413,2.2531056,0.35100937,0.6192841,1.647698,0.0014600324,0.002202095,0.01930782
Q88MP1,1,False,False,1,0.024653276,0.7245935,5.7768326,0.036105484,1.7996551,13.579618,0.008530279,0.025279917,0.18982318
Q88V23,1,True,True,0,0.028543487,0.21231149,1.5271302,0.053522956,0.20194468,1.3442416,0.006464793,0.03531141,0.26711777
Q89AP4,1,False,False,1,0.061787624,0.46764868,3.2260697,0.077463746,0.6494887,3.981911,0.13074917,0.13507466,0.42647347
Q89BP4,1,False,False,1,0.02417474,0.36366493,2.8864925,0.0907997,1.0077097,6.603565,0.020154152,0.033863287,0.20578735
Q8CSM7,1,True,True,0,0.048502088,0.4252358,3.065875,0.03411765,0.19156864,1.2871964,0.16641149,0.22231242,0.8184722
Q8CTU2,1,False,False,24,0.036800332,0.23966664,1.7236488,0.25834906,0.540843,1.8315885,0.010059606,0.0265913,0.18649213
Q8D2G0,1,False,False,1,0.048110113,0.50551796,3.709349,0.1459163,0.37734604,1.8405339,0.2816495,0.2972588,0.71235704
Q8D2H2,1,True,True,0,0.009859254,0.14526908,1.2301013,0.056674037,0.11860441,0.554166,0.04661463,0.09022542,0.456868
Q8D2H3,1,True,True,0,0.014240317,0.38011858,3.189601,0.40400815,0.7651567,1.8304867,0.02167658,0.04723988,0.3022045
Q8DBE9,1,True,True,0,0.0064969943,0.15874551,1.4808846,0.39051303,0.75657654,1.8240708,0.0009082591,0.004354893,0.039379142
Q8DN54,1,True,True,0,0.02242922,0.1984729,1.4658697,0.106187254,0.29524645,1.772726,0.0037308205,0.020226566,0.16302928
Q8DVY7,1,True,True,0,0.03788857,0.21326706,1.5465065,0.047304403,0.2483333,1.674407,0.004627517,0.020245118,0.16286945
Q8EGH9,1,False,False,1,0.029355079,0.35480073,2.5654032,0.095900685,0.754668,4.9422765,0.11348292,0.12069488,0.40895498
Q8ERA4,1,True,True,0,0.030867467,0.4191826,3.2255268,0.015001509,0.15472925,1.214503,0.009258556,0.045121193,0.3080304
Q8FL11,1,False,False,1,0.03979035,0.31662577,2.2827132,0.08614578,0.67840636,4.2841225,0.0436306,0.048872385,0.2243499
Q8FV25,1,False,False,1,0.022025524,0.26427305,2.0800152,0.07598425,0.5932603,4.0327816,0.21085416,0.2224692,0.60177916
Q8G3M4,1,False,False,1,0.03805607,1.4080107,11.249003,0.07172511,0.6239983,3.436077,0.055715635,0.20205805,1.126263
Q8NRE3,1,False,False,1,0.022389686,0.687145,5.7678685,0.03126399,0.7337416,4.990094,0.028711991,0.044760674,0.2658214
Q8PAW5,1,True,True,0,0.009016211,0.23752877,2.1922727,0.3888513,0.78451186,1.848791,0.002753963,0.006200557,0.052564207
Q8PML7,1,True,True,0,0.0135270925,0.24607305,2.2014258,0.36615872,0.74956673,1.6601133,0.002943389,0.005878807,0.047925286
Q8RBI7,1,True,True,0,0.042998075,0.3997782,2.8205822,0.05161972,0.112264976,0.62646556,0.022176692,0.086450025,0.5074925
Q8RFU2,1,True,True,0,0.013430034,0.36954632,3.4204004,0.33446702,0.7313359,1.957182,0.002014362,0.0034622476,0.029272927
Q8TY70,1,True,True,0,0.025788078,0.31883448,2.326658,0.017192965,0.05143712,0.38420767,0.040743303,0.0701374,0.38431206
Q8UFL3,1,True,True,0,0.009349005,0.49581265,4.4723363,0.46139407,0.8884861,1.8591416,0.0039182273,0.009731291,0.07760462
Q8UIC6,1,False,False,1,0.022163369,0.28107524,2.226748,0.1047746,0.535396,3.4446516,0.11316645,0.12297526,0.4322647
Q8VQ21,1,True,True,0,0.008799192,0.57243955,5.152462,0.26865458,0.65344495,1.9172268,0.00074182794,0.002450556,0.022722058
Q8X8X8,1,True,True,0,0.0034252282,0.09292503,0.88571703,0.33897462,0.5828441,1.509655,0.00026501867,0.0013301468,0.0139910625
Q8X8Y7,1,False,False,1,0.043850675,0.32854515,2.3517907,0.092583455,0.70446444,4.4968123,0.040023074,0.045441005,0.21438992
Q8XJ52,1,True,True,0,0.021108545,0.24636865,1.9228289,0.047933247,0.19186583,1.2838209,0.009183326,0.049683623,0.34353647
Q8XZH9,1,True,True,0,0.012134872,0.21755439,1.9131986,0.27936655,0.58743066,1.918152,0.007804779,0.009220945,0.05892695
Q8XZK2,1,False,False,1,0.03312164,0.3040418,2.2968717,0.10205402,0.6583659,4.1776004,0.013742882,0.020037849,0.12590022
Q8Y8A1,1,True,True,0,0.05084913,0.72106636,5.5327234,0.063288935,0.2053709,1.2753415,0.011758324,0.05261832,0.36624894
Q8YDA8,1,False,False,1,0.022025788,0.26427332,2.0800138,0.06858518,0.61543846,4.182003,0.21049793,0.22218211,0.6019002
Q8Z9A2,1,True,True,0,0.0051424587,0.101486444,0.95977473,0.34594893,0.62741387,1.5901248,0.00055357226,0.0018852864,0.018898193
Q8Z9A8,1,False,False,1,0.032624554,0.336245,2.539858,0.08211263,0.70767653,4.6665325,0.034642387,0.04059856,0.20037438
Q8ZH56,1,True,True,0,0.017930662,0.1474153,1.2884123,0.41630563,0.7414487,1.7823696,0.00066496996,0.0024363305,0.024170944
Q8ZH69,1,False,False,1,0.030142417,0.28120688,2.0386271,0.1172198,0.3409246,1.9927707,0.05121382,0.058630258,0.25693807
Q8ZRP4,1,False,False,1,0.030873232,0.32897326,2.487299,0.087833226,0.70887697,4.6364107,0.03295475,0.038246065,0.19007401
Q92D11,1,True,True,0,0.04886986,0.6736245,5.1384106,0.06177542,0.22807825,1.454098,0.0076371483,0.034375444,0.2547356
Q92J26,1,False,False,1,0.041709602,0.45592305,3.2490122,0.11620743,0.42318717,2.2566428,0.19739635,0.20680982,0.57470596
Q92JQ9,1,True,True,0,0.015506051,0.55764824,4.932356,0.41002715,0.9347323,2.2364314,0.0026148676,0.0075272545,0.06210676
Q92Q45,1,True,True,0,0.0042781183,0.7183025,6.617344,0.43826756,0.83776,2.0077667,0.00078662246,0.0045263236,0.041523356
Q92SG5,1,False,False,1,0.016400704,0.29951644,2.5076501,0.08415245,0.58994967,3.9420362,0.07710808,0.08555383,0.34065408
Q97GI6,1,True,True,0,0.031028626,0.3056886,2.16813,0.043320794,0.18887311,1.2175568,0.014389877,0.047682174,0.29617476
Q97NE6,1,True,True,0,0.023863455,0.20078291,1.4776944,0.11525446,0.31858522,1.9037629,0.0043739066,0.023091957,0.18159385
Q98D61,1,False,False,1,0.01784564,0.25786212,2.086156,0.10142973,0.50236905,3.1769543,0.11792674,0.12725149,0.43624723
Q98MC6,1,True,True,0,0.0066448296,0.3119412,2.952587,0.36194587,0.74757785,2.222171,0.010150821,0.011809089,0.07275239
Q9A715,1,True,True,0,0.022788739,0.19003032,1.5453885,0.4437373,0.98647296,1.9924113,0.000562515,0.0021721418,0.021008357
Q9ABE7,1,False,False,1,0.030726971,0.31347287,2.3891845,0.05854349,0.31550768,1.9703887,0.034785334,0.040265985,0.19921368
Q9CIS5,1,True,True,0,0.017549135,0.30234075,2.3790169,0.1667548,0.22563058,0.81265104,0.021216257,0.07423093,0.41483796
Q9CJK8,1,True,True,0,0.0076164007,0.14521593,1.2626257,0.40695247,0.7251595,1.811571,0.0013583923,0.0037899055,0.034576215
Q9CMZ2,1,False,False,1,0.015225899,0.18500067,1.4611107,0.07357836,0.5969101,4.218655,0.023681404,0.03868066,0.22662386
Q9EZ10,1,True,True,0,0.029066557,0.4047064,3.09247,0.03678766,0.21870635,1.457655,0.0065047033,0.024174202,0.18919611
Q9JSS7,1,False,False,1,0.01324033,0.18638633,1.4900855,0.17213874,0.5893038,2.9214,0.02158689,0.03395082,0.20107926
Q9JX26,1,True,True,0,0.012656751,0.30123425,2.7211587,0.39863572,0.7763655,1.7442123,0.00043278027,0.00068225875,0.0069721416
Q9K152,1,False,False,1,0.013002596,0.1860078,1.4890714,0.17411833,0.592975,2.990816,0.021505235,0.035526063,0.21113762
Q9K9H8,1,True,True,0,0.023009742,0.4213773,3.3436437,0.042527284,0.15710966,1.007287,0.013686565,0.036577817,0.23607418
Q9KPN7,1,False,False,1,0.05927993,1.4528159,11.482846,0.044413667,1.1247747,8.439503,0.03575674,0.13660844,0.81928575
Q9KPW4,1,True,True,0,0.008204346,0.20183699,1.738265,0.3957995,0.7315785,1.7635874,0.0011921378,0.00445086,0.040675785
Q9PEI5,1,True,True,0,0.022389807,0.42754367,3.6242578,0.38605198,0.82374686,1.8492234,0.0060320697,0.014381007,0.103550814
Q9PH32,1,False,False,1,0.023338156,0.3037456,2.2049031,0.089817524,0.57293344,3.4085598,0.13388814,0.13948642,0.43950295
Q9PIM1,1,True,True,0,0.004861761,0.19744271,1.9472846,0.42963728,0.6548159,1.5144142,0.00073019677,0.0033611013,0.031534422
Q9PJL1,1,True,True,0,0.005896307,0.35070616,3.2737463,0.103500485,0.32316223,1.4074972,0.00023480381,0.00093791913,0.010348023
Q9SU91,1,True,True,0,0.06609844,1.09707,8.592024,0.5308762,0.672865,1.3883849,0.03426696,0.18369856,1.0129468
Q9TLX4,1,True,True,0,0.016699145,0.500975,4.4043837,0.38450623,0.75444084,2.0860586,0.00043062834,0.0038004443,0.037898634
Q9X1K7,1,True,True,0,0.03718493,0.36382425,2.6371272,0.04786921,0.2114155,1.4030583,0.03562219,0.13410613,0.7573918
Q9X6P4,1,True,True,0,0.0070154243,0.22326005,2.0582504,0.21467571,0.45929354,1.5467969,0.0023191434,0.0029650086,0.023963373
Q9X9V6,1,False,False,1,0.022589693,2.189414,17.304018,0.0553162,1.763463,12.297783,0.017322732,0.048463,0.34909835
Q9XCW3,1,True,True,0,0.05994353,1.0575333,7.7384467,0.1423032,0.3331105,1.2142599,0.0048165084,0.022528777,0.17890948
Q9Z7Q4,1,True,True,0,0.004723894,0.34446725,3.2716684,0.1107898,0.34131536,1.4865532,0.0026138953,0.004395743,0.0348531
Q9ZDX0,1,False,False,1,0.04337041,0.41004533,2.8107908,0.13822448,0.5470427,3.0520997,0.28226617,0.29241005,0.67797893
Q9ZED5,1,True,True,0,0.01981054,0.5283151,4.6208973,0.35730863,0.8458994,2.0742567,0.011801865,0.043154996,0.2722825
Q9ZJL7,1,True,True,0,0.012649915,0.43930066,4.1345134,0.3515265,0.86778617,2.2271817,0.0032535878,0.011798817,0.09600198
Q9ZK14,1,False,False,24,0.013973043,0.24292278,2.0101104,0.063854,0.12699829,0.6427281,0.016834775,0.07442874,0.47232464
Q925F4,1,False,False,849,0.3519102,0.8809329,3.9694886,0.72576696,0.78292876,0.9109797,0.8119707,0.832955,0.6019722
Q9NL38,1,False,False,42,0.018899301,0.936766,7.4734035,0.12980084,0.91168714,5.6404705,0.056615084,0.30934197,1.6183184
A6L089,1,False,False,392,0.5137053,0.956542,2.834102,0.2702026,1.1143723,4.3242035,0.22440088,0.42983255,1.2355522
A6LGR5,1,False,False,392,0.39493784,0.9094567,3.7645733,0.23604427,0.78432804,3.157074,0.2059192,0.4686755,1.3612125
B0B9G5,1,False,False,392,0.29473606,0.53417534,2.1395621,0.10314557,0.68440217,3.340443,0.16699024,0.2752247,0.9186362
B0BB44,1,False,False,392,0.27089682,0.52211213,2.1408236,0.0930338,0.421847,2.336369,0.17297083,0.2775123,0.9397213
B2UKT9,1,False,False,392,0.51027423,0.95675606,3.0915287,0.30632713,1.0214806,3.636942,0.25737226,0.46008363,1.2856492
F4K0E8,1,False,False,25,0.04203668,0.8188615,6.615372,0.15223916,1.0177577,5.317186,0.08112613,0.18354428,0.778389
O84060,1,False,False,392,0.27577415,0.5235198,2.1298087,0.13003458,0.34691694,1.6397462,0.17806733,0.30211157,1.0366383
Q04UL2,1,False,False,392,0.58392954,0.9585872,2.7018683,0.1726803,1.3873854,6.474844,0.29121783,0.5858292,1.2545863
Q04YW2,1,False,False,392,0.5889861,0.96935534,2.7433877,0.18914337,1.3917103,6.4378786,0.33638215,0.62985677,1.313247
Q254D2,1,False,False,392,0.628176,0.80956674,1.7842295,0.035351362,0.4064685,2.6030788,0.253081,0.4737682,1.1876323
Q3KMW4,1,False,False,392,0.2764509,0.5230774,2.1206903,0.14309597,0.5073802,2.3698304,0.17411138,0.29621097,1.0162011
Q5L669,1,False,False,392,0.61823434,0.81685495,1.8715187,0.04079495,0.42236683,2.4970522,0.27636728,0.48255637,1.1923817
Q5L7W2,1,False,False,392,0.5059356,0.9781054,3.237183,0.5438139,1.6264805,6.0158906,0.22642024,0.50782907,1.4096625
Q64N34,1,False,False,392,0.5014061,0.9703939,3.221496,0.5339733,1.3963947,5.118533,0.21332501,0.4960611,1.4226956
Q6K8J4,1,False,False,25,0.02355727,0.49520993,4.08678,0.06685605,1.545754,9.856366,0.025050191,0.049230393,0.28253284
Q6MD85,1,False,False,392,0.73338574,1.0107652,2.2151818,0.27518496,1.225236,4.8494806,0.264285,0.32585973,0.837019
Q72TR2,1,False,False,392,0.6740915,1.0594453,2.6948023,0.12838848,1.181605,5.9925585,0.2218867,0.3790059,0.9853829
Q7MVT7,1,False,False,392,0.5267604,1.1350071,3.5184598,0.17306542,0.49829334,2.0091097,0.21544276,0.49466267,1.4864575
Q823I7,1,False,False,392,0.489338,0.68587846,1.8853302,0.06310248,0.5411948,3.1358218,0.23583275,0.47834364,1.1885039
Q8A4T0,1,False,False,392,0.35565424,0.77823496,2.7454426,0.2916092,1.2429941,5.003926,0.22408354,0.4687098,1.372169
Q8F1H5,1,False,False,392,0.6577179,1.0491298,2.7465844,0.11845688,1.1973814,5.8774366,0.22245063,0.37808964,0.9813321
Q8KG23,1,False,False,392,0.036615938,0.74531925,5.9586873,0.13072264,1.735584,9.89842,0.14114188,0.2233036,0.8650749
Q9PKY3,1,False,False,392,0.69768906,0.90621156,1.9447851,0.117279805,0.6050642,3.2258756,0.16997154,0.32339558,0.9359327
Q9Z8H0,1,False,False,392,0.6361608,0.82496554,1.8794035,0.18444233,0.8052068,3.8112817,0.23625839,0.47724256,1.297947
P27580,1,False,False,32,0.040906742,0.47187042,3.1411984,0.21112823,1.2705771,4.8650193,0.14167364,0.17993146,0.6300129
P40135,1,False,False,32,0.038723107,0.4413144,2.958286,0.2013856,1.9881155,12.506044,0.009442086,0.03582225,0.22496136
P9WMU8,1,False,False,32,0.029645324,0.46181303,3.2743258,0.20375729,0.93656284,3.5546002,0.013035055,0.028693475,0.18321405
P9WMU9,1,False,False,32,0.029644765,0.46181196,3.2743216,0.19417389,0.9598901,3.6170142,0.009475634,0.0236938,0.15802348
Q9WXC3,1,False,False,32,0.031311203,0.5077005,3.687438,0.26131544,0.7100556,2.4251282,0.0806941,0.1339921,0.5997495
A0K936,1,False,False,282,0.08830515,0.18340717,0.8636999,0.28709894,0.6984045,2.687925,0.3278537,0.582641,1.2004831
A0L627,1,False,False,282,0.06506155,0.15663832,0.87053216,0.06498529,0.63030785,3.7880487,0.320099,0.32077527,0.6329664
A0PNL2,1,False,False,282,0.17256592,0.40584546,2.1128426,0.675021,0.6971965,0.8025727,0.21380512,0.2145722,0.5262324
A0QLQ2,1,False,False,282,0.16705412,0.45085016,2.3211293,0.5848887,0.6115094,0.8955112,0.20299892,0.20359796,0.5101775
A0QQS6,1,False,False,282,0.100068904,0.36666048,1.793938,0.37234056,0.611219,1.8174932,0.25191408,0.2521968,0.5671315
A1AS38,1,False,False,282,0.36084506,0.47109115,1.4882898,0.12613125,0.82853144,4.911841,0.16267751,0.16321322,0.44921803
A1BE07,1,False,False,282,0.08605036,0.22811252,1.2989624,0.18891232,0.85725254,3.6791642,0.5870702,0.5932199,0.7179617
A1KFQ9,1,False,False,282,0.17629993,0.3676593,1.567461,0.35205936,0.52427393,1.5480999,0.18757832,0.18760866,0.48308903
A1KTN1,1,False,False,282,0.06501081,0.18238828,0.95858526,0.10641768,0.5228457,2.81067,0.63528925,0.63857645,0.6830787
