model,accession,threshold,l1_idx,l1,true_label_count,seen_label_count,has_unseen_label,min_train_count_of_true_labels,sample_f1,predicted_label_count
B1_ESM2_only,O88908,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,P25628,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,P35610,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,P53629,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,P84285,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,Q08548,0.05,1,2,2,2,False,14,0.0,1
B1_ESM2_only,Q10269,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,Q3SZL3,0.05,1,2,1,1,False,14,0.0,0
B1_ESM2_only,Q55BH9,0.05,1,2,1,1,False,53,0.0,2
B1_ESM2_only,Q5FVN0,0.05,1,2,1,1,False,14,0.0,0
B1_ESM2_only,Q5GKZ7,0.05,1,2,1,1,False,53,0.0,1
B1_ESM2_only,Q5I396,0.05,1,2,1,1,False,53,0.0,1
B1_ESM2_only,Q60457,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,Q61263,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,Q6P1A2,0.05,1,2,1,1,False,14,0.0,0
B1_ESM2_only,Q6ZWT7,0.05,1,2,1,1,False,42,0.0,0
B1_ESM2_only,Q7TQM4,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,Q876L2,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,Q876L3,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,Q8MK44,0.05,1,2,2,2,False,6,0.0,1
B1_ESM2_only,Q8R3I2,0.05,1,2,1,1,False,14,0.0,0
B1_ESM2_only,Q91V01,0.05,1,2,1,1,False,14,0.0,0
B1_ESM2_only,Q9CAN8,0.05,1,2,1,1,False,14,0.0,0
B1_ESM2_only,Q9ERM3,0.05,1,2,2,2,False,6,0.0,1
B1_ESM2_only,Q9FGN1,0.05,1,2,1,1,False,19,0.0,0
B1_ESM2_only,Q9GMF1,0.05,1,2,2,2,False,6,0.0,1
B1_ESM2_only,Q9SLD2,0.05,1,2,1,1,False,53,0.0,1
B1_ESM2_only,Q9UU82,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,Q9VVX5,0.05,1,2,1,1,False,14,0.0,1
B1_ESM2_only,Q9Z2A7,0.05,1,2,2,2,False,6,0.0,1
B1_ESM2_only,D4AT07,0.05,2,3,1,1,False,142,0.25,7
B1_ESM2_only,P29655,0.05,0,1,1,1,False,375,0.5,3
B1_ESM2_only,O82188,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,O82189,0.05,1,2,1,0,True,0,0.0,0
B1_ESM2_only,O82190,0.05,1,2,1,0,True,0,0.0,1
B1_ESM2_only,O77666,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,P14373,0.05,1,2,1,1,False,849,0.6666666666666666,2
B1_ESM2_only,P62603,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q0PF16,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q12899,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q1ACD5,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q1ACD6,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q1ACD7,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q1ACD8,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q2YEM8,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q2YEM9,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q2YEN0,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q2YEN2,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q3ZEE5,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q587N6,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q587N7,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5BN31,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5C8T6,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5C8T8,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5C8U1,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5C8U3,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5C8U4,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5D7H7,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5D7H8,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5D7I0,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5D7I1,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5D7I2,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5D7I3,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5D7I5,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5D7I6,0.05,1,2,1,1,False,849,0.4,4
B1_ESM2_only,Q5D7I9,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5D7J0,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5D7J1,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q5D7J2,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q62158,0.05,1,2,1,1,False,849,0.6666666666666666,2
B1_ESM2_only,Q7YR34,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q8BGE7,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q8IYM9,0.05,1,2,1,1,False,849,0.6666666666666666,2
B1_ESM2_only,Q99PN3,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q9C030,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q9C035,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,P26570,0.05,2,3,1,1,False,392,0.0,4
B1_ESM2_only,P33329,0.05,2,3,1,1,False,392,0.0,6
B1_ESM2_only,E9QAU8,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q6ZSG1,0.05,1,2,1,1,False,849,0.6666666666666666,2
B1_ESM2_only,O87387,0.05,0,1,1,1,False,19,0.0,2
B1_ESM2_only,Q46336,0.05,0,1,1,1,False,19,0.0,0
B1_ESM2_only,Q9AGP2,0.05,0,1,1,1,False,19,0.0,0
B1_ESM2_only,Q24306,0.05,1,2,1,1,False,849,0.6666666666666666,2
B1_ESM2_only,Q90344,0.05,1,2,1,1,False,151,0.5,3
B1_ESM2_only,A8X0C4,0.05,1,2,1,1,False,1899,0.6666666666666666,2
B1_ESM2_only,Q9GN62,0.05,1,2,1,1,False,1899,1.0,1
B1_ESM2_only,Q7XA77,0.05,1,2,1,1,False,849,0.4,4
B1_ESM2_only,Q84K34,0.05,1,2,1,1,False,849,0.6666666666666666,2
B1_ESM2_only,Q9C6H2,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q9C6H3,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q9C6H4,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q9C9M0,0.05,1,2,1,1,False,849,0.6666666666666666,2
B1_ESM2_only,Q9FKD5,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q9FKD6,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q9FKD7,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q9FKD9,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q9FM14,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,P28630,0.05,1,2,1,1,False,142,0.0,0
B1_ESM2_only,P43747,0.05,1,2,1,1,False,142,0.0,1
B1_ESM2_only,P57520,0.05,1,2,1,1,False,142,0.0,1
B1_ESM2_only,Q89AC0,0.05,1,2,1,1,False,142,0.0,0
B1_ESM2_only,Q8K9B8,0.05,1,2,1,1,False,142,0.0,0
B1_ESM2_only,A8Y4B2,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,O74757,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q08109,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q20798,0.05,1,2,1,1,False,849,0.6666666666666666,2
B1_ESM2_only,Q5RBT7,0.05,1,2,1,1,False,849,0.6666666666666666,2
B1_ESM2_only,Q5XHH7,0.05,1,2,1,1,False,849,0.3333333333333333,5
B1_ESM2_only,Q5Z880,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q6NPT7,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q6NRL6,0.05,1,2,1,1,False,849,0.4,4
B1_ESM2_only,Q75CC8,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q7TMV1,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q803I8,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q86TM6,0.05,1,2,1,1,False,849,0.3333333333333333,5
B1_ESM2_only,Q8VYC8,0.05,1,2,1,1,False,849,0.4,4
B1_ESM2_only,Q8W4Q5,0.05,1,2,1,1,False,849,0.3333333333333333,5
B1_ESM2_only,Q8WU17,0.05,1,2,1,1,False,849,0.6666666666666666,2
B1_ESM2_only,Q95SP2,0.05,1,2,1,1,False,849,0.5,3
B1_ESM2_only,Q9DBY1,0.05,1,2,1,1,False,849,0.4,4
B1_ESM2_only,Q9LW77,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q9R049,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q9UKV5,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,P19573,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,P94127,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q01710,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,Q51705,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,Q59105,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,Q59746,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,Q89XJ6,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,Q8FX16,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,Q8XQB8,0.05,0,1,1,0,True,0,0.0,3
B1_ESM2_only,Q8YBC6,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,Q9F0W4,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,Q9HYL2,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q47824,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q32L27,0.05,1,2,1,1,False,225,0.0,0
B1_ESM2_only,Q7TSS2,0.05,1,2,1,1,False,225,0.6666666666666666,2
B1_ESM2_only,Q7YQJ9,0.05,1,2,1,1,False,225,0.0,1
B1_ESM2_only,Q7Z7E8,0.05,1,2,1,1,False,225,0.0,1
B1_ESM2_only,Q8K2Z8,0.05,1,2,1,1,False,225,0.0,1
B1_ESM2_only,Q8WVN8,0.05,1,2,1,1,False,225,0.0,1
B1_ESM2_only,Q93571,0.05,1,2,1,1,False,225,0.0,1
B1_ESM2_only,Q9VM35,0.05,1,2,1,1,False,225,0.0,2
B1_ESM2_only,G5EEU2,0.05,1,2,1,1,False,163,1.0,1
B1_ESM2_only,A2A1A0,0.05,3,4,1,1,False,4,0.0,3
B1_ESM2_only,A2WQ39,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,A2Z1W9,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,A6BM06,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,D4N500,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,D4N502,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,F4K7D5,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,F4KAS1,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,O04274,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,O04395,0.05,0,1,2,0,True,0,0.0,1
B1_ESM2_only,O04847,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,O24648,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,O48882,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,O49561,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,O64692,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,O65378,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,P05116,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,P05189,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,P05326,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,P07920,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,P08703,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,P10621,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,P12438,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,P16020,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,P18286,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,P19464,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,P24157,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,P24397,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,P27744,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,P28038,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,P31237,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,P31238,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,P31239,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,P31528,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,P32021,0.05,0,1,2,0,True,0,0.0,1
B1_ESM2_only,P41090,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,P41213,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,P51091,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,P51092,0.05,0,1,1,0,True,0,0.0,3
B1_ESM2_only,P51093,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,P54847,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q00985,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q04644,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q05963,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q05964,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q05965,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q06588,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q06942,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q07353,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q07512,0.05,0,1,2,0,True,0,0.0,0
B1_ESM2_only,Q08506,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q08507,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q08508,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q09052,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q0J1C1,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q0WPW4,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q39103,0.05,0,1,1,0,True,0,0.0,2
B1_ESM2_only,Q39705,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q3I409,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q3I410,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q3I411,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q40061,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q40062,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q41452,0.05,0,1,2,0,True,0,0.0,0
B1_ESM2_only,Q41931,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q43792,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q48739,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q53932,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q54243,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q67VR7,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q76NT9,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q7BS31,0.05,0,1,2,0,True,0,0.0,0
B1_ESM2_only,Q7BS32,0.05,0,1,2,0,True,0,0.0,0
B1_ESM2_only,Q7XM21,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q7XR84,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q7XZQ6,0.05,0,1,2,0,True,0,0.0,0
B1_ESM2_only,Q7XZQ7,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q7XZQ8,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q84TC2,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q8LEA2,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q8S932,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q8W2X5,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q8XPV7,0.05,0,1,2,0,True,0,0.0,0
B1_ESM2_only,Q93VC3,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q96323,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q96330,0.05,0,1,2,0,True,0,0.0,0
B1_ESM2_only,Q9C6I4,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9C7Z1,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9C971,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9FFQ4,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9FFQ5,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9FR99,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q9FZ21,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9M547,0.05,0,1,2,0,True,0,0.0,0
B1_ESM2_only,Q9MB94,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q9S818,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q9SQ80,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9SVS8,0.05,0,1,1,0,True,0,0.0,1
B1_ESM2_only,Q9XFR9,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9XG83,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9XHG2,0.05,0,1,2,0,True,0,0.0,1
B1_ESM2_only,Q9XHM5,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9Z377,0.05,0,1,2,0,True,0,0.0,0
B1_ESM2_only,Q9Z3T0,0.05,0,1,2,0,True,0,0.0,1
B1_ESM2_only,Q9ZQZ1,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9ZT84,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9ZUN4,0.05,0,1,1,0,True,0,0.0,0
B1_ESM2_only,Q9ZWQ9,0.05,0,1,2,0,True,0,0.0,0
B1_ESM2_only,Q84ME1,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q8LA32,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q9LFH6,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q9LYW5,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,Q9S752,0.05,1,2,1,1,False,849,1.0,1
B1_ESM2_only,A2X0Q3,0.05,1,2,1,1,False,3,0.0,0
B1_ESM2_only,A7YW45,0.05,1,2,1,1,False,3,0.0,1
B1_ESM2_only,O14744,0.05,1,2,1,1,False,3,0.0,1
B1_ESM2_only,P38274,0.05,1,2,1,1,False,3,0.0,1
B1_ESM2_only,P46580,0.05,1,2,1,1,False,3,0.0,1
B1_ESM2_only,Q4R5M3,0.05,1,2,1,1,False,3,0.0,2
B1_ESM2_only,Q54KI3,0.05,1,2,1,1,False,3,0.0,1
B1_ESM2_only,Q5R698,0.05,1,2,1,1,False,3,0.0,2
B1_ESM2_only,Q6NUA1,0.05,1,2,1,1,False,3,0.0,1
B1_ESM2_only,Q6YXZ7,0.05,1,2,1,1,False,3,0.0,0
B1_ESM2_only,Q8CIG8,0.05,1,2,1,1,False,3,0.0,2
B1_ESM2_only,Q8GWT4,0.05,1,2,1,1,False,47,0.0,1
B1_ESM2_only,A1CA51,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,A1CCL9,0.05,2,3,1,1,False,8,0.0,2
B1_ESM2_only,A1CND4,0.05,2,3,1,1,False,8,0.0,2
B1_ESM2_only,A1CR85,0.05,2,3,1,1,False,119,0.0,3
B1_ESM2_only,A1CUR8,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,A1D122,0.05,2,3,1,1,False,119,0.0,3
B1_ESM2_only,A1D451,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,A1DC16,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,A1DCV5,0.05,2,3,1,1,False,119,0.0,3
B1_ESM2_only,A1DFA8,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,A1DJS5,0.05,2,3,1,1,False,8,0.0,1
B1_ESM2_only,A1DMR8,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,A1DNN8,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,A1DPG0,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,A2QA27,0.05,2,3,1,1,False,8,0.0,1
B1_ESM2_only,A2QPK4,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,A2R989,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,A2RAL4,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,A5ABF5,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,A5JTQ2,0.05,2,3,2,2,False,8,0.0,0
B1_ESM2_only,A5JTQ3,0.05,2,3,2,2,False,8,0.0,2
B1_ESM2_only,A7LXS8,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,A7LXU3,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,B0XM94,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,B0XP71,0.05,2,3,1,1,False,8,0.0,1
B1_ESM2_only,B0XPB8,0.05,2,3,1,1,False,119,0.0,3
B1_ESM2_only,B0XPE1,0.05,2,3,1,1,False,119,0.0,3
B1_ESM2_only,B0Y0I4,0.05,2,3,1,1,False,8,0.0,1
B1_ESM2_only,B0Y3M6,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,B0Y7Q8,0.05,2,3,1,1,False,119,0.0,3
B1_ESM2_only,B0Y8M8,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,B0YB65,0.05,2,3,1,1,False,119,0.0,4
B1_ESM2_only,B0YBJ3,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,B6EY09,0.05,2,3,1,1,False,8,0.0,2
B1_ESM2_only,B8MYV0,0.05,2,3,1,1,False,8,0.0,2
B1_ESM2_only,B8N5S6,0.05,2,3,1,1,False,119,0.0,4
B1_ESM2_only,B8NDE2,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,B8NGU6,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,B8NJF4,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,B8NMR5,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,B8NP65,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,B8NPL7,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,B8NRX2,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,B8NYD8,0.05,2,3,1,1,False,8,0.0,2
B1_ESM2_only,C0STH4,0.05,2,3,1,1,False,8,0.0,2
B1_ESM2_only,D0VKF5,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,D4AN50,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,D5EY15,0.05,2,3,2,2,False,8,0.0,3
B1_ESM2_only,G4N7Z0,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,G4NI45,0.05,2,3,1,1,False,119,0.0,4
B1_ESM2_only,O00089,0.05,2,3,1,1,False,8,0.0,1
B1_ESM2_only,P06835,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,P07337,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,P14002,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,P22506,0.05,2,3,1,1,False,119,0.0,3
B1_ESM2_only,P22507,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,P27034,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,P33363,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,P40406,0.05,2,3,1,1,False,156,0.0,0
B1_ESM2_only,P48823,0.05,2,3,1,1,False,156,0.0,0
B1_ESM2_only,P48825,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,P87076,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,Q0C7L4,0.05,2,3,1,1,False,119,0.0,6
B1_ESM2_only,Q0CAF5,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,Q0CB82,0.05,2,3,1,1,False,8,0.0,2
B1_ESM2_only,Q0CEF3,0.05,2,3,1,1,False,119,0.0,3
B1_ESM2_only,Q0CI67,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,Q0CMH8,0.05,2,3,1,1,False,8,0.0,1
B1_ESM2_only,Q0CTD7,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,Q0CUC1,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,Q23892,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,Q2TYT2,0.05,2,3,1,1,False,8,0.0,3
B1_ESM2_only,Q2U325,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,Q2U8Y5,0.05,2,3,1,1,False,119,0.0,1
B1_ESM2_only,Q2U9M7,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,Q2UDK7,0.05,2,3,1,1,False,119,0.0,4
B1_ESM2_only,Q2UFP8,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,Q2UN12,0.05,2,3,1,1,False,119,0.0,3
B1_ESM2_only,Q2UNR0,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,Q2UR38,0.05,2,3,1,1,False,8,0.0,2
B1_ESM2_only,Q2UUD6,0.05,2,3,1,1,False,119,0.0,2
B1_ESM2_only,Q46684,0.05,2,3,2,2,False,8,0.0,4
B1_ESM2_only,Q4AEG8,0.05,2,3,1,1,False,8,0.0,1
B1_ESM2_only,Q4WA69,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,Q4WFI6,0.05,2,3,1,1,False,8,0.0,1
B1_ESM2_only,Q4WGT3,0.05,2,3,1,1,False,119,0.0,4
B1_ESM2_only,Q4WJJ3,0.05,2,3,1,1,False,119,0.0,3
B1_ESM2_only,Q4WL79,0.05,2,3,1,1,False,119,0.0,0
B1_ESM2_only,Q4WLY1,0.05,2,3,1,1,False,119,0.0,1
