accession,true_ec,pred_ec,covered,exact_hit,sample_f1
Q9KM24,2.7.13.3,,False,False,0.0
Q9L4P2,3.5.2.6,3.5.2.6,True,True,1.0
Q9LCC6,4.3.1.1,4.3.1.1,True,True,1.0
Q9LKZ1,2.7.11.24,2.7.11.24,True,True,1.0
Q9LR91,2.3.1.255;2.3.1.48,2.3.1.255,True,True,0.6666666666666666
Q9M1Q2,2.7.11.1,2.7.11.1,True,True,1.0
Q9PTF3,2.7.4.6,2.7.4.6,True,True,1.0
Q9Q2N9,2.7.7.48;3.4.22.28;3.4.22.46;3.6.1.15,2.7.7.48,True,True,0.4
Q9QUK9,3.4.21.4,3.4.21.4,True,True,1.0
Q9R0T7,3.4.21.4,3.4.21.4,True,True,1.0
Q9RHD7,1.1.1.136,1.1.1.136,True,True,1.0
Q9RMT4,3.5.2.6,3.5.2.6,True,True,1.0
Q9SAJ2,2.7.11.1,2.7.11.25,True,False,0.0
Q9SKT4,2.1.2.5,2.1.2.5,True,True,1.0
Q9SSA4,2.7.11.1,2.7.11.1,True,True,1.0
Q9UVF9,3.2.1.8,3.2.1.8,True,True,1.0
Q9V3C4,3.6.1.15;3.6.4.13,3.6.4.13,True,True,0.6666666666666666
Q9V3I2,3.6.5.2,2.3.2.27,True,False,0.0
Q9VAQ8,2.4.1.244,2.4.1.274,True,False,0.0
Q9VBC7,3.4.21.94,3.4.21.94,True,True,1.0
Q9VBZ9,2.4.1.133,2.4.1.-,True,False,0.0
Q9VC03,2.7.7.1;2.7.7.18,2.7.7.1,True,True,0.6666666666666666
Q9VCT9,3.4.19.12,3.4.19.12,True,True,1.0
Q9VGU6,2.7.4.10,2.7.4.10,True,True,1.0
Q9VQK9,2.3.1.225,2.3.1.225,True,True,1.0
Q9VQQ0,5.2.1.8,5.2.1.8,True,True,1.0
Q9VRQ9,2.3.2.5,2.3.2.5,True,True,1.0
Q9W2R3,2.7.1.68,2.7.1.68,True,True,1.0
Q9W3Y1,2.7.11.1,2.7.11.1,True,True,1.0
Q9W413,3.1.26.5,3.1.26.5,True,True,1.0
Q9WAF5,3.2.1.18,3.2.1.18,True,True,1.0
Q9WYJ1,4.3.1.17;4.3.1.19,4.3.1.17,True,True,0.6666666666666666
Q9X482,3.5.2.6,3.5.2.6,True,True,1.0
Q9XJ43,1.14.11.11,1.14.11.11,True,True,1.0
Q9XWN7,3.2.2.3;3.2.2.8,3.2.2.3,True,True,0.6666666666666666
Q9Y795,2.4.1.16,2.4.1.16,True,True,1.0
Q9ZV08,2.3.1.255;2.3.1.48,,False,False,0.0
R0IGL9,1.14.14.1;1.6.2.4,1.14.14.1,True,True,0.6666666666666666
S4S6Z0,1.4.3.2,1.4.3.2,True,True,1.0
S5S833,2.4.1.41,2.4.1.41,True,True,1.0
S8EUF0,2.7.11.24,2.7.11.24,True,True,1.0
S8G6L4,2.7.11.1,2.7.11.18,True,False,0.0
S8GI44,2.7.11.1,2.7.11.1,True,True,1.0
T2HG31,1.4.3.3,1.4.3.1,True,False,0.0
U6BYK3,4.4.1.13,4.4.1.1,True,False,0.0
V5ILS6,2.4.1.186,2.4.1.186,True,True,1.0
V5XKC3,1.16.1.7,1.16.1.9,True,False,0.0
V9GX91,3.6.4.12,3.6.4.12,True,True,1.0
W0W999,2.5.1.63;2.5.1.94,2.5.1.63,True,True,0.6666666666666666
W1QET1,2.7.7.80;2.8.1.11,2.7.7.80,True,True,0.6666666666666666
W6JPP9,2.5.1.1;2.5.1.10;2.5.1.29,2.5.1.-,True,False,0.0
A0A061AE05,2.7.1.25;2.7.7.4,2.7.1.25,True,True,0.6666666666666666
A0A072VPZ8,1.1.1.195,1.1.1.195,True,True,1.0
A0A088MF62,2.1.1.267,2.1.1.68,True,False,0.0
A0A095CCB2,1.4.3.3,1.4.3.3,True,True,1.0
A0A0A2J1Z6,1.14.14.1;1.6.2.4,1.14.14.1,True,True,0.6666666666666666
A0A0A2JC26,1.1.3.4,1.1.3.4,True,True,1.0
A0A0A2JP37,3.2.1.14,3.2.1.14,True,True,1.0
A0A0A2K2F6,1.1.3.4,1.1.3.4,True,True,1.0
A0A0C3HJL3,1.14.14.1;1.6.2.4,1.14.14.1,True,True,0.6666666666666666
A0A0E0RQ52,2.4.1.16,2.4.1.16,True,True,1.0
A0A0E0RU58,2.4.1.16,2.4.1.16,True,True,1.0
A0A0E0S977,2.4.1.16,2.4.1.16,True,True,1.0
A0A0F5HSE8,1.4.1.20,1.4.1.20,True,True,1.0
A0A0F6AK91,1.1.1.94,1.1.1.94,True,True,1.0
A0A0F6B281,3.1.1.29,3.1.1.29,True,True,1.0
A0A0F6NRE2,3.2.1.55,3.2.1.55,True,True,1.0
A0A0F7TWW9,4.2.1.9,4.2.1.9,True,True,1.0
A0A0H2URT2,1.1.1.1;1.2.1.3,1.1.1.1,True,True,0.6666666666666666
A0A0H2X6L3,6.3.5.1,6.3.5.1,True,True,1.0
A0A0H2ZM56,1.1.1.1;1.2.1.3,1.1.1.1,True,True,0.6666666666666666
A0A0H3GPN8,2.7.13.3,2.7.13.3,True,True,1.0
A0A0H3LVU7,2.7.7.65,2.7.7.65,True,True,1.0
A0A0J9UR41,2.4.1.16,2.4.1.16,True,True,1.0
A0A0J9UR47,2.4.1.16,2.4.1.16,True,True,1.0
A0A0J9UVX2,2.7.11.1,2.7.11.1,True,True,1.0
A0A0J9VGQ5,2.4.1.16,2.4.1.16,True,True,1.0
A0A0J9VPT0,2.4.1.16,2.4.1.16,True,True,1.0
A0A0M3VI47,4.4.1.13,4.4.1.8,True,False,0.0
A0A0S4JYH2,3.2.1.35,3.2.1.35,True,True,1.0
A0A0S4XR36,2.3.2.27,2.3.2.27,True,True,1.0
A0A100IM63,1.14.14.1;1.6.2.4,1.14.14.1,True,True,0.6666666666666666
A0A125YQJ0,5.3.4.1,5.3.4.1,True,True,1.0
A0A125YYB5,2.7.7.50,2.7.7.50,True,True,1.0
A0A126P745,3.3.2.10,3.3.2.10,True,True,1.0
A0A133CNA8,3.5.1.18,3.5.1.18,True,True,1.0
A0A194VNL2,2.7.11.24,2.7.12.2,True,False,0.0
A0A194W8T8,2.7.11.24,2.7.11.25,True,False,0.0
A0A1B5KW97,2.7.11.24,2.7.11.24,True,True,1.0
A0A1C3YIF8,2.4.1.16,2.4.1.16,True,True,1.0
A0A1C3YMT2,2.4.1.16,2.4.1.16,True,True,1.0
A0A1D5NVS8,2.3.2.27,,False,False,0.0
A0A1D8PHR5,1.6.5.2,1.6.5.2,True,True,1.0
A0A1D8PT02,1.6.5.2,1.6.5.2,True,True,1.0
A0A1D9QMS2,2.7.11.1,2.7.11.1,True,True,1.0
A0A1L7VFX3,2.5.1.29,4.2.3.145,True,False,0.0
A0A1L8GLK3,2.3.2.27,2.3.2.27,True,True,1.0
A0A1R3RM75,1.1.3.4,1.1.3.4,True,True,1.0
A0A1S4CGX4,2.7.12.2,2.7.12.2,True,True,1.0
A0A1S4F2V5,3.4.22.15,3.4.22.15,True,True,1.0
A0A1S4GHV7,2.4.1.214,2.4.1.214,True,True,1.0
A0A1S8KJG1,3.5.1.18,3.5.1.18,True,True,1.0
A0A1U8QQU5,2.4.1.80,2.4.1.80,True,True,1.0
A0A1V0QSF3,4.2.3.15;4.2.3.16;4.2.3.73,4.2.3.104,True,False,0.0
A0A1V0QSF4,4.2.3.114;4.2.3.115,4.2.3.15,True,False,0.0
A0A1V0QSF6,4.2.3.15;4.2.3.16,4.2.3.119,True,False,0.0
A0A1V0QSH7,2.5.1.1;2.5.1.10,2.5.1.1,True,True,0.6666666666666666
A0A1Y9G8H0,1.10.3.1,1.11.1.7,True,False,0.0
A0A242M8J4,3.3.2.10,3.3.2.10,True,True,1.0
A0A2H0ZKS0,2.7.11.24,2.7.11.24,True,True,1.0
A0A2K3D179,2.7.7.2;3.6.1.18,2.7.7.2,True,True,0.6666666666666666
A0A2R2JFW7,3.5.3.1,3.5.3.1,True,True,1.0
A0A2R8QP51,3.4.14.5,3.4.14.5,True,True,1.0
A0A2U7QU15,3.2.1.8,3.2.1.8,True,True,1.0
A0A2U7R6V5,3.2.1.8,3.2.1.8,True,True,1.0
A0A2V0R8Q9,2.4.1.10,2.4.1.10,True,True,1.0
A0A2V0R8Y2,2.4.1.10,2.4.1.10,True,True,1.0
A0A2Z5QL08,2.3.1.74,2.3.1.74,True,True,1.0
A0A384JN58,3.2.1.14,3.2.1.73,True,False,0.0
A0A384K4T0,3.2.1.14,2.4.1.207,True,False,0.0
A0A3G2S5J6,3.1.1.3,3.1.1.3,True,True,1.0
A0A3Q0KHE7,2.1.1.319,2.1.1.319,True,True,1.0
A0A410UD22,1.14.14.40,1.14.13.202,True,False,0.0
A0A423V942,2.7.11.24,2.7.11.25,True,False,0.0
A0A423VZH2,2.7.11.24,2.7.12.2,True,False,0.0
A0A423WA64,2.7.11.24,2.7.11.24,True,True,1.0
A0A482PJY4,2.3.2.27,,False,False,0.0
A0A482WD11,2.7.7.86,2.7.7.86,True,True,1.0
A0A499W357,4.1.1.81,4.1.1.81,True,True,1.0
A0A4Y5QZ62,4.2.3.25;4.2.3.26,4.2.3.48,True,False,0.0
A0A509AF62,2.8.1.7,2.8.1.7,True,True,1.0
A0A516RTC5,3.2.1.81,3.2.1.81,True,True,1.0
A0A5A4PXL6,2.1.1.279,2.1.1.240,True,False,0.0
A0A5A4WIX0,1.1.1.42,1.1.1.42,True,True,1.0
A0A5A4WIZ7,1.1.1.42,1.1.1.42,True,True,1.0
A0A5F9C6I2,2.3.2.27,2.3.2.27,True,True,1.0
A0A6I8RMG7,5.3.4.1,2.7.10.1,True,False,0.0
A0A6J1SUS3,2.7.7.86,2.7.7.86,True,True,1.0
A0A7C9FSB8,5.3.3.2,5.3.3.2,True,True,1.0
A0A7E5VNM5,2.7.7.49,2.7.7.49,True,True,1.0
A0A7E5WTY7,1.16.3.1,1.16.3.1,True,True,1.0
A0A7J6F8C5,1.17.7.4,1.17.7.4,True,True,1.0
A0A7J6HWR9,2.5.1.1;2.5.1.10,2.5.1.1,True,True,0.6666666666666666
A0A7M7GAR4,2.4.1.214,2.4.1.214,True,True,1.0
A0A7M7H6R7,2.4.1.152,2.4.1.214,True,False,0.0
A0A7R7ZDZ6,1.11.1.6,1.11.1.6,True,True,1.0
A0A7U2MMF3,1.1.1.1,1.1.1.284,True,False,0.0
A0A805Z5R7,3.5.1.24,3.5.1.24,True,True,1.0
A0A8A1G1R1,3.2.1.4,3.2.1.4,True,True,1.0
A0A8F4N283,3.1.4.46,3.1.4.46,True,True,1.0
A0A8G1A3Q5,3.2.1.14,3.2.1.14,True,True,1.0
A0A8H7XQ49,3.1.7.11;4.2.3.112;4.2.3.26,4.2.3.135,True,False,0.0
A0A8H8CFI5,3.1.7.11;4.2.3.112;4.2.3.26,4.2.3.135,True,False,0.0
A0A8I6GJ95,1.1.1.122,1.1.1.385,True,False,0.0
A0A8J1LLF7,3.1.26.3,3.1.26.3,True,True,1.0
A0A8M1N5Y4,5.3.4.1,5.3.4.1,True,True,1.0
A0A8M1PIL7,2.3.3.10,2.3.3.10,True,True,1.0
A0A8R9YVA6,3.1.1.3,3.1.1.3,True,True,1.0
A0A974CYQ5,2.3.2.27,2.3.2.27,True,True,1.0
A0A9J7F5X6,6.1.1.10,6.1.1.10,True,True,1.0
A0A9R0D6U6,2.7.7.49,2.7.7.49,True,True,1.0
A0AA38CJ97,4.2.3.17,4.2.3.38,True,False,0.0
A0AAD6IZ24,2.7.11.1,2.7.10.2,True,False,0.0
A0AAD6J456,3.2.1.14,3.2.1.14,True,True,1.0
A0AAD6J5K1,6.3.2.13,6.3.2.13,True,True,1.0
A0AAN2H6E2,2.7.7.49;2.7.7.7,2.7.7.49,True,True,0.6666666666666666
A0AAN2H8A8,2.7.7.49;2.7.7.7,2.7.7.49,True,True,0.6666666666666666
A0AAN4PAE6,4.3.1.24,5.4.3.10,True,False,0.0
A0AAT9JA24,1.1.1.122,1.1.1.385,True,False,0.0
A0AAW1L0L7,5.4.99.39,5.4.99.39,True,True,1.0
A0AB36VXQ9,3.1.3.16,3.1.3.16,True,True,1.0
A2QHC2,2.4.1.16,2.4.1.16,True,True,1.0
A2QLV1,1.14.14.1;1.6.2.4,1.14.14.1,True,True,0.6666666666666666
A2QNG6,2.4.1.16,2.4.1.16,True,True,1.0
A2QRA0,2.4.1.16,2.4.1.16,True,True,1.0
A2QTJ1,2.4.1.16,2.4.1.16,True,True,1.0
A2R0Z5,2.4.1.16,2.4.1.16,True,True,1.0
A2R2G5,2.4.1.16,2.4.1.16,True,True,1.0
A3MUS8,3.5.1.1,3.5.1.1,True,True,1.0
A3SLM3,1.14.13.148,1.14.13.101,True,False,0.0
A5HKP3,3.5.1.24,3.5.1.24,True,True,1.0
A5K264,1.5.1.38;4.2.3.5,4.2.3.5,True,True,0.6666666666666666
A5TY84,2.7.11.1,2.7.11.1,True,True,1.0
A5U3A3,2.7.11.1,2.7.11.1,True,True,1.0
A5U3S4,1.4.3.3,1.4.3.3,True,True,1.0
A5YVV0,1.10.3.2,1.10.3.2,True,True,1.0
A6K136,3.1.3.16,3.1.3.16,True,True,1.0
A7B555,4.1.3.3,4.1.3.3,True,True,1.0
A8PX35,3.1.1.3,3.1.1.3,True,True,1.0
A8Q9M3,3.1.1.3,3.1.1.3,True,True,1.0
A8QCW4,3.1.1.3,3.1.1.3,True,True,1.0
A8QDF0,3.1.1.3,3.1.1.3,True,True,1.0
A9BHL2,1.4.1.12,1.4.1.26,True,False,0.0
A9CH00,4.2.1.171,,False,False,0.0
B0X4T2,3.1.3.48,3.1.3.48,True,True,1.0
B0XAA1,3.2.1.20,3.2.1.20,True,True,1.0
B0XQY0,2.3.2.27,2.3.2.27,True,True,1.0
B0XWK7,2.5.1.80;3.4.11.17,2.5.1.80,True,True,0.6666666666666666
B0Y6Z7,2.3.2.27,2.3.2.27,True,True,1.0
B1WBA5,2.1.1.37,2.1.1.37,True,True,1.0
B2BW43,2.7.1.48,2.4.2.9,True,False,0.0
B2JQY2,3.5.5.1,3.5.5.1,True,True,1.0
B2NHN2,3.1.1.75,3.1.1.73,True,False,0.0
B5ID12,3.2.1.17,3.2.1.17,True,True,1.0
B7JA34,1.1.1.374,1.1.1.374,True,True,1.0
B7R4L8,2.3.1.193,2.3.1.193,True,True,1.0
B8EIZ7,1.14.13.148,1.14.13.101,True,False,0.0
B8FZF6,2.8.2.22,2.8.2.22,True,True,1.0
B8G5D6,1.6.99.1,1.6.99.1,True,True,1.0
B9LS20,2.4.2.1,2.4.2.3,True,False,0.0
B9SIL7,4.2.3.29,4.2.3.19,True,False,0.0
B9SIM2,4.2.3.19,4.2.3.19,True,True,1.0
B9SIM3,4.2.3.19,4.2.3.19,True,True,1.0
C0HMB1,1.4.3.1,1.4.3.3,True,False,0.0
C0HMB2,3.1.1.4,3.1.1.4,True,True,1.0
C0HMD9,2.5.1.15,2.5.1.15,True,True,1.0
C0PBF8,1.4.3.1;1.4.3.3,1.4.3.19,True,False,0.0
C4R4G9,1.4.3.3,1.4.3.3,True,True,1.0
C4R6B0,1.4.3.1,1.4.3.3,True,False,0.0
C4R826,2.3.2.23,2.3.2.23,True,True,1.0
C6KT66,1.5.1.38;4.2.3.5,4.2.3.5,True,True,0.6666666666666666
C8V7U7,1.14.19.18,1.14.19.18,True,True,1.0
C8YTM5,2.1.1.103,2.1.1.103,True,True,1.0
D0LZ73,1.16.3.1,,False,False,0.0
D4GW96,2.1.1.297,2.1.1.297,True,True,1.0
D6QY02,3.5.1.28,3.5.1.28,True,True,1.0
D7P5W0,1.5.1.42,1.5.1.42,True,True,1.0
E1CJK1,3.1.1.3,3.1.1.3,True,True,1.0
E1CJK2,3.1.1.3,3.1.1.3,True,True,1.0
E3E7F9,4.2.2.2,4.2.2.2,True,True,1.0
E5KBU3,1.14.16.1,1.14.16.2,True,False,0.0
E5KBU4,1.14.16.1,1.14.16.1,True,True,1.0
E9E1W3,2.4.1.16,2.4.1.16,True,True,1.0
E9ECB5,2.4.1.16,2.4.1.16,True,True,1.0
E9EDR6,2.4.1.16,2.4.1.16,True,True,1.0
E9EE69,2.4.1.16,2.4.1.16,True,True,1.0
E9EFH8,2.4.1.16,2.4.1.16,True,True,1.0
E9EFJ0,2.4.1.16,2.4.1.16,True,True,1.0
E9EYW7,4.1.99.3,4.1.99.3,True,True,1.0
E9Q3D4,1.1.1.122,1.1.1.385,True,False,0.0
F1MLX0,5.3.2.2,4.3.2.3,True,False,0.0
F1QWW8,1.1.1.102,1.1.1.102,True,True,1.0
F8VPU6,3.4.19.12,3.4.19.12,True,True,1.0
F8VQK3,4.6.1.2,4.6.1.2,True,True,1.0
F9FAJ9,1.13.11.62,1.13.11.62,True,True,1.0
F9ULL2,4.1.1.102,,False,False,0.0
F9X2Z5,2.4.1.16,2.4.1.16,True,True,1.0
G0REW7,4.2.1.171,,False,False,0.0
G2WQW0,3.2.1.4,3.2.1.91,True,False,0.0
G2WR33,3.1.3.16,3.1.3.16,True,True,1.0
G2WRE6,3.4.24.39,3.4.24.39,True,True,1.0
G2WS86,2.4.1.16,2.4.1.16,True,True,1.0
G2WUV0,3.2.1.4,3.2.1.91,True,False,0.0
G2WXB9,3.2.1.4,3.2.1.91,True,False,0.0
G2WY98,2.4.1.16,2.4.1.16,True,True,1.0
G2WYP9,2.4.1.16,2.4.1.16,True,True,1.0
G2WZP1,3.2.1.4,3.2.1.91,True,False,0.0
G2X002,2.7.7.9,2.7.7.9,True,True,1.0
G2X006,4.2.1.11,4.2.1.11,True,True,1.0
G2X0L1,3.2.1.8,3.2.1.8,True,True,1.0
G2X188,3.2.1.4,3.2.1.4,True,True,1.0
G2X1W7,3.4.23.24,3.4.23.25,True,False,0.0
G2X3L2,2.3.2.27,2.3.2.27,True,True,1.0
G2X420,3.2.1.22,3.2.1.22,True,True,1.0
G2X4G1,3.2.1.8,3.2.1.8,True,True,1.0
G2X5A0,2.4.1.16,2.4.1.16,True,True,1.0
G2X5X8,3.2.1.8,3.2.1.8,True,True,1.0
G2X6P0,2.7.11.25,2.7.11.25,True,True,1.0
G2X8L4,4.2.2.2,4.2.2.2,True,True,1.0
G2X8M4,3.2.1.8,3.2.1.8,True,True,1.0
G2XAS5,3.2.1.4,3.2.1.4,True,True,1.0
G2XBQ9,1.5.1.38;4.2.3.5,4.2.3.5,True,True,0.6666666666666666
G2XCE3,3.2.1.4,3.2.1.4,True,True,1.0
G2XEK6,2.4.1.16,2.4.1.16,True,True,1.0
G2XEN6,2.7.11.1,2.7.11.1,True,True,1.0
G2XEP1,2.7.12.2,2.7.12.2,True,True,1.0
G2XG03,2.7.11.24,2.7.11.24,True,True,1.0
G2XH84,3.2.1.4,3.2.1.91,True,False,0.0
G2XHL4,2.3.2.27,2.3.2.27,True,True,1.0
G2XHR9,2.7.11.24,2.7.12.2,True,False,0.0
G2XIN6,1.2.4.2,1.2.4.2,True,True,1.0
G2XJ47,2.4.1.16,2.4.1.16,True,True,1.0
G2XJV9,2.7.4.24,2.7.4.21,True,False,0.0
G4MVT6,2.4.1.16,2.4.1.16,True,True,1.0
G4MYB0,2.7.11.1,2.7.11.1,True,True,1.0
G4N0X3,2.4.1.16,2.4.1.16,True,True,1.0
G4N1B2,2.4.1.16,2.4.1.16,True,True,1.0
G4N553,2.4.1.16,2.4.1.16,True,True,1.0
G4NIR3,2.4.1.16,2.4.1.16,True,True,1.0
G4YM00,2.4.1.16,2.4.1.16,True,True,1.0
G5EI58,2.7.11.1,2.7.11.1,True,True,1.0
G7XMT1,1.14.14.1;1.6.2.4,1.14.14.1,True,True,0.6666666666666666
G8BHG4,1.1.1.184,1.1.1.289,True,False,0.0
G8BHG7,1.1.1.184,1.1.1.289,True,False,0.0
G9MLG2,1.14.14.1;1.6.2.4,1.14.14.1,True,True,0.6666666666666666
G9MQI4,2.7.11.24,2.7.11.24,True,True,1.0
H6C2T9,2.4.1.16,2.4.1.16,True,True,1.0
H6C4I7,2.4.1.16,2.4.1.16,True,True,1.0
H6CA42,2.4.1.16,2.4.1.16,True,True,1.0
I0DFJ0,4.1.1.28,4.1.1.25,True,False,0.0
I1RE72,2.4.1.16,2.4.1.16,True,True,1.0
I1S050,2.7.11.1,2.7.11.1,True,True,1.0
I1S097,2.4.1.16,2.4.1.16,True,True,1.0
I1S0T9,2.4.1.16,2.4.1.16,True,True,1.0
I4DJ24,1.16.3.1,1.16.3.1,True,True,1.0
I7HD01,1.16.3.1,1.16.3.1,True,True,1.0
I7ZK32,1.14.14.1;1.6.2.4,1.14.14.1,True,True,0.6666666666666666
J4KMY5,3.1.1.4,,False,False,0.0
J4W6X9,1.14.13.196,1.14.13.196,True,True,1.0
J5JS29,2.3.2.27,2.3.2.27,True,True,1.0
J9PY59,3.2.1.170,3.2.1.28,True,False,0.0
J9VED5,2.7.11.1,2.7.11.1,True,True,1.0
J9VGQ7,2.4.1.18,2.4.1.18,True,True,1.0
J9VIY8,2.3.1.31,2.3.1.31,True,True,1.0
J9VPE7,1.4.3.3,1.4.3.3,True,True,1.0
J9VRT1,1.4.3.1,1.4.3.3,True,False,0.0
J9VS37,2.7.2.4,2.7.2.4,True,True,1.0
J9VVW8,1.1.1.38,1.1.1.39,True,False,0.0
K4PBL9,3.2.1.35,3.2.1.35,True,True,1.0
K9IVI1,1.2.4.2,1.2.4.2,True,True,1.0
M4MEY9,3.2.1.8,3.2.1.8,True,True,1.0
M4MGK7,3.2.1.8,3.2.1.8,True,True,1.0
M4MLB5,3.2.1.8,3.2.1.8,True,True,1.0
O05527,3.1.1.75,3.1.1.75,True,True,1.0
O16616,2.3.2.27,2.3.2.27,True,True,1.0
O41136,2.3.1.57,,False,False,0.0
O50338,3.6.4.6,,False,False,0.0
O56788,3.5.1.28,3.5.1.28,True,True,1.0
P0DO69,3.3.2.10,3.3.2.10,True,True,1.0
P0DO77,2.3.3.17,2.3.3.17,True,True,1.0
P0DRN4,3.2.1.35,,False,False,0.0
P0DXB0,4.2.1.11,4.2.1.11,True,True,1.0
P0DXB8,2.7.7.86,2.7.7.86,True,True,1.0
P0DXJ0,2.7.11.1,2.7.11.1,True,True,1.0
P0DXZ0,1.2.1.46,1.2.1.46,True,True,1.0
P0DXZ6,3.1.1.4,3.1.1.4,True,True,1.0
P0DY28,3.2.1.158,3.2.1.158,True,True,1.0
P0DY42,3.1.1.4,3.1.1.4,True,True,1.0
P0DY63,4.2.3.47,,False,False,0.0
P0DYJ0,3.1.1.1,3.1.1.3,True,False,0.0
P9WEN6,5.4.3.10,5.4.3.10,True,True,1.0
Q06K77,3.6.1.5,3.6.1.5,True,True,1.0
Q1NEI8,4.2.1.90,4.2.1.90,True,True,1.0
Q2FWH4,6.3.2.10,6.3.2.10,True,True,1.0
Q2FXG9,2.1.1.61,2.1.1.199,True,False,0.0
Q2U0G5,2.4.1.16,2.4.1.16,True,True,1.0
Q2U834,2.4.1.16,2.4.1.16,True,True,1.0
Q2UF72,2.4.1.16,2.4.1.16,True,True,1.0
Q2UFA9,3.5.4.26,3.5.4.26,True,True,1.0
Q2VG90,3.1.1.3,3.1.1.3,True,True,1.0
Q39QF5,1.3.8.10,1.3.8.10,True,True,1.0
Q40372,1.11.1.7,1.11.1.7,True,True,1.0
Q4J8R2,4.2.99.18,4.2.99.18,True,True,1.0
Q4WCG5,2.4.1.109,2.4.1.109,True,True,1.0
Q4WMW2,3.2.1.14,2.4.1.207,True,False,0.0
Q4WSZ0,1.1.1.102,1.1.1.102,True,True,1.0
Q4WTH5,3.1.3.16,3.1.3.16,True,True,1.0
Q4WXE6,3.2.1.14,3.2.1.73,True,False,0.0
Q4WXF4,2.1.2.1,2.1.2.1,True,True,1.0
Q4WZV3,2.1.1.44,1.14.99.51,True,False,0.0
Q4X1A8,2.7.11.1,2.7.11.1,True,True,1.0
Q4ZD58,3.5.1.28,3.5.1.28,True,True,1.0
Q50225,1.12.98.3,1.12.99.6,True,False,0.0
Q50248,1.12.98.3,1.12.99.6,True,False,0.0
Q504M2,3.1.3.43,3.1.3.43,True,True,1.0
Q54XE5,4.3.1.18,4.3.1.18,True,True,1.0
Q57YD9,2.3.2.23,2.3.2.23,True,True,1.0
Q583R7,3.6.1.62,,False,False,0.0
Q5B467,2.1.1.85,2.5.1.16,True,False,0.0
Q5DNA5,2.6.1.92,2.6.1.92,True,True,1.0
Q5FA46,1.1.1.4,1.1.1.4,True,True,1.0
Q5K9E2,2.7.7.19,2.7.7.19,True,True,1.0
Q5KTI5,3.2.1.81,3.2.1.158,True,False,0.0
Q5MIX2,3.5.4.4,3.5.4.4,True,True,1.0
Q5SC50,2.7.7.48;2.7.7.88,2.1.1.296,True,False,0.0
Q5SIT4,2.1.1.191,2.1.1.191,True,True,1.0
Q5XTQ4,3.1.1.1,3.1.1.3,True,False,0.0
Q6F8K4,6.3.5.1,6.3.5.1,True,True,1.0
Q6F999,2.7.7.1;2.7.7.18,2.7.7.1,True,True,0.6666666666666666
Q6FDK2,2.4.2.12,2.4.2.12,True,True,1.0
Q6NZR5,3.6.4.13,3.6.4.13,True,True,1.0
Q6PBS3,6.1.1.2,6.1.1.2,True,True,1.0
Q6UR88,1.3.7.2,1.3.7.2,True,True,1.0
Q70EW6,2.1.1.53,2.1.1.53,True,True,1.0
Q70FC9,1.1.3.4,1.1.3.4,True,True,1.0
Q71RT3,2.4.1.10,2.4.1.10,True,True,1.0
Q72K04,3.2.1.170,3.2.1.106,True,False,0.0
Q7JWF1,1.5.5.1,1.5.5.1,True,True,1.0
Q7PYD8,2.4.1.68,2.4.1.68,True,True,1.0
Q7QF91,2.4.1.152,2.4.1.214,True,False,0.0
Q7S834,2.3.2.27,2.3.2.27,True,True,1.0
Q7SXJ6,2.3.2.27,2.3.2.27,True,True,1.0
Q82ZE0,3.1.3.16,3.1.3.16,True,True,1.0
Q86ZE3,2.4.1.16,2.4.1.16,True,True,1.0
Q88EH0,1.1.99.39,1.1.2.4,True,False,0.0
Q88FI7,2.6.1.39,2.6.1.19,True,False,0.0
Q88JG6,2.7.13.3,2.7.13.3,True,True,1.0
Q8A1P7,5.2.1.8,5.2.1.8,True,True,1.0
Q8DKG0,2.7.13.3,2.7.13.3,True,True,1.0
Q8IBI5,2.8.1.7,2.8.1.7,True,True,1.0
Q8IBV0,3.1.3.18,3.1.3.18,True,True,1.0
Q8IJK4,2.8.1.13,2.8.1.13,True,True,1.0
Q8LPU1,3.2.1.6,3.2.1.39,True,False,0.0
Q8S8E7,2.3.1.48,2.3.1.189,True,False,0.0
Q8SDS7,3.5.1.28,3.5.1.28,True,True,1.0
Q8U3G4,2.3.1.193,2.3.1.193,True,True,1.0
Q8VYX1,2.1.1.103,2.1.1.103,True,True,1.0
Q8XAN6,2.3.2.27,,False,False,0.0
Q8YT18,4.2.1.1,,False,False,0.0
Q93TM1,2.4.1.10,2.4.1.10,True,True,1.0
Q963F7,5.3.2.1;5.3.3.12,5.3.2.1,True,True,0.6666666666666666
Q97U12,2.3.1.193,2.3.1.193,True,True,1.0
Q980C5,2.3.1.193,2.3.1.193,True,True,1.0
Q99QC1,3.5.2.6,3.5.2.6,True,True,1.0
Q9GTP7,3.6.1.5,3.6.1.5,True,True,1.0
Q9HXC7,3.1.3.16;3.1.3.48,,False,False,0.0
Q9HYK7,1.18.1.2,1.18.1.2,True,True,1.0
Q9I7C1,2.3.1.51,2.3.1.51,True,True,1.0
Q9KZP3,2.7.8.41,2.7.8.5,True,False,0.0
Q9L393,4.2.1.70,4.2.1.70,True,True,1.0
Q9LJH2,1.14.11.51,1.14.11.33,True,False,0.0
Q9LKZ2,2.7.11.24,2.7.11.24,True,True,1.0
Q9LZE4,2.7.7.2,2.7.7.2,True,True,1.0
